id,listingid,isSBT,uniquelistingidentifier,hascollapsedresults,countcollapsedresults,EventCode,eventname,cancelled,cancellationDate,cancellationType,cancellationReason,rescheduledDate,venue,imageurl,largeimageurl,xlargeimageurl,xlargeimageurlWebP,link,date,startdate,enddate,description,openingtimes,minage,imgoing,goingtos,goingtocount,tickets,ticketpricing,entryprice,eventvisibility,ticketUrl,hotSeller,rep,headerHex,currency,artists,genres,healthAndSafety
42436075,2267574,False,2267574,False,0,LIVE,TheWiseMen present Atjazz,1,2026-07-06 22:39:45,cancelled,Automatic cancellation: All future dates in the event series have been cancelled,,"{'id': 139472, 'name': 'TheBoatyardRestaurant / Driftwood', 'address': 'The boatyard restaurant', 'town': 'Leigh On Sea', 'postcode_lookup': 'Southend-on-Sea', 'postcode': 'SS92EN', 'region': 'Essex', 'country': 'GB', 'phone': '', 'latitude': 51.539881, 'longitude': 0.650972, 'type': 'live', 'rating': 0, 'reviewCount': 0, 'distance': 28624.115559060043}",https://d31fr2pwly4c4s.cloudfront.net/c/1/6/2267574_8df8f02a_thewisemen-present-atjazz_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/1/6/2267574_8df8f02a_thewisemen-present-atjazz.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/1/6/2267574_8df8f02a_thewisemen-present-atjazz_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/1/6/2267574_8df8f02a_thewisemen-present-atjazz_1024.webp,https://www.skiddle.com/whats-on/Southend-on-Sea/TheBoatyardRestaurant-%2F-Driftwood/TheWiseMen-present-Atjazz/42436075/,2026-07-25,2026-07-25T13:00:00+00:00,2026-07-26T02:00:00+00:00,"2 venues ft the man himself @atjazz, Si Hardy & Paul Cairns (aka TheWiseMen) laying down the feeling that is DeepHouse 
It'll be InYourEars, so BeWise","{'doorsopen': '13:00', 'doorsclose': '02:00', 'lastentry': '13:00'}",21,,0,0,False,"{'minPrice': 7.5, 'maxPrice': 10}",,public,,False,{'enabled': False},#080808,GBP,"[{'artistid': '123460683', 'name': 'Atjazz', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/3/123460683_267.jpg', 'spotifyartisturl': 'spotify:artist:5E1HWPplEsztsh2zh1c9mH'}]","[{'genreid': '10', 'name': 'Deep House'}, {'genreid': '66', 'name': 'African'}, {'genreid': '108', 'name': 'Soulful House'}]",[]
42352274,2249578,False,2249578,False,0,LIVE,Bay Days Festival 2026,0,,,,,"{'id': 135000, 'name': 'Radio City Social', 'address': '35-36 Viaduct Road', 'town': 'Chelmsford', 'postcode_lookup': 'Chelmsford', 'postcode': 'CM1 1TS', 'region': 'Essex', 'country': 'GB', 'phone': '', 'latitude': 51.7356091, 'longitude': 0.4667925, 'type': 'bar', 'rating': 5, 'reviewCount': 5, 'distance': 3826.09052484089}",https://d31fr2pwly4c4s.cloudfront.net/9/9/2/2249578_60b61437_bay-days-festival-2026_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/9/2/2249578_60b61437_bay-days-festival-2026.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/9/2/2249578_60b61437_bay-days-festival-2026_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/9/2/2249578_60b61437_bay-days-festival-2026_1024.webp,https://www.skiddle.com/whats-on/Chelmsford/Radio-City-Social/Bay-Days-Festival-2026/42352274/,2026-08-01,2026-08-01T00:00:00+00:00,2026-08-01T23:00:00+00:00,"The biggest event for heavy music in Essex! Featuring RAGING SPEEDHORN, MOTHER VULTURE, TAYNE, PENGSHUI & Loads more. THREE STAGES, over 30 acts!","{'doorsopen': '00:00', 'doorsclose': '23:00', 'lastentry': '00:00'}",,,0,0,True,"{'minPrice': 0, 'maxPrice': 0}",,public,,False,{'enabled': False},#282828,GBP,"[{'artistid': '123564939', 'name': 'PENGSHUi', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/9/123564939_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:7F8CwvvwIi7GJvZ7qD2ybR'}, {'artistid': '123571679', 'name': 'Mother Vulture', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/9/123571679_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:5PxCoGQVCWQuYw1OnJVEJy'}, {'artistid': '123578638', 'name': 'Beyond Extinction', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/8/123578638_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:38vt0CiehYk43Nu6xcfKXk'}, {'artistid': '123582103', 'name': 'Mastiff', 'image': 'https://d1plawd8huk6hh.cloudfront.net/assets/default400.png', 'spotifyartisturl': 'spotify:artist:75zyZ3UpFvliAyHnwhs6X1'}, {'artistid': '123584111', 'name': 'The Grey', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/1/123584111_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:4IOraLrm86hXDzMKNhJEST'}, {'artistid': '123588370', 'name': 'Raging Speedhorn', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/0/123588370_a193b4fd_1024.jpg', 'spotifyartisturl': 'spotify:artist:3D3G4JAVp6JQVEKjUaaSxA'}]","[{'genreid': '27', 'name': 'Metal'}, {'genreid': '46', 'name': 'Alternative'}, {'genreid': '53', 'name': 'Punk'}, {'genreid': '85', 'name': 'Nu Metal'}, {'genreid': '124', 'name': 'Hard Rock'}]",[]
42081758,2204286,False,2204286,False,0,LIVE,Certified Madness in Stanford-le-Hope,0,,,,,"{'id': 58397, 'name': 'The Welcome Club', 'address': '1 Victoria Road', 'town': 'Stanford-le-Hope', 'postcode_lookup': 'Southend-on-Sea', 'postcode': 'SS17 0JF', 'region': 'Essex', 'country': 'GB', 'phone': '', 'latitude': 51.5150505, 'longitude': 0.4240957, 'type': 'live', 'rating': 4, 'reviewCount': 108, 'distance': 28489.295918665877}",https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2204286_824de4e5_certified-madness-in-stanford-le-hope_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2204286_824de4e5_certified-madness-in-stanford-le-hope.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2204286_824de4e5_certified-madness-in-stanford-le-hope_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2204286_824de4e5_certified-madness-in-stanford-le-hope_1024.webp,https://www.skiddle.com/whats-on/Southend-on-Sea/The-Welcome-Club/Certified-Madness-in-Stanford-le-Hope/42081758/,2026-08-15,2026-08-15T19:30:00+00:00,2026-08-16T00:30:00+00:00,"Certified Madness bring the Sound, Energy and Fun of Madness to the Stage....One Step Beyond!! Plus DJ Ska N Mash","{'doorsopen': '19:30', 'doorsclose': '00:30', 'lastentry': ''}",16,,0,23,True,"{'minPrice': 15, 'maxPrice': 15}",,public,,False,{'enabled': False},#f8d8b8,GBP,"[{'artistid': '123543875', 'name': 'Ska N Mash', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/5/123543875_1_1024.jpg', 'spotifyartisturl': None}]","[{'genreid': '41', 'name': 'Ska'}, {'genreid': '43', 'name': 'Soul'}, {'genreid': '68', 'name': 'Reggae'}]",[]
42460777,2272874,False,2272874,False,0,LIVE,Porter Brotherhood At The Boatyard,0,,,,,"{'id': 31598, 'name': 'The Boatyard Restaurant', 'address': '8-13 High Street', 'town': 'Leigh-on-Sea', 'postcode_lookup': 'Southend-on-Sea', 'postcode': 'SS9 1HP', 'region': 'Essex', 'country': 'GB', 'phone': '07800553890', 'latitude': 51.5427426, 'longitude': 0.6680014, 'type': 'Restaurant', 'rating': 3, 'reviewCount': 10, 'distance': 28890.6132453877}",https://d31fr2pwly4c4s.cloudfront.net/4/5/2/2272874_8b2cdd30_porter-brotherhood-at-the-boatyard_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/5/2/2272874_8b2cdd30_porter-brotherhood-at-the-boatyard.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/5/2/2272874_8b2cdd30_porter-brotherhood-at-the-boatyard_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/5/2/2272874_8b2cdd30_porter-brotherhood-at-the-boatyard_1024.webp,https://www.skiddle.com/whats-on/Southend-on-Sea/The-Boatyard-Restaurant/Porter-Brotherhood-At-The-Boatyard/42460777/,2026-08-23,2026-08-23T19:00:00+00:00,2026-08-23T22:30:00+00:00,Porter Brotherhood - Album launch party. An indie soul night with the album line up. Horn section & timeless grooves that move the crowd.  Rise Up,"{'doorsopen': '19:00', 'doorsclose': '22:30', 'lastentry': '19:45'}",,,0,32,True,"{'minPrice': 10, 'maxPrice': 15}",,public,,False,{'enabled': False},#080808,GBP,[],[],[]
42304499,2238306,False,2238306,False,0,LIVE,JAR presents - Dear Boy And The Noise + Monumental + One Offs,1,2026-06-09 11:02:52,cancelled,Automatic cancellation: All future dates in the event series have been cancelled,,"{'id': 132430, 'name': 'The Essex Arms', 'address': '10 Warley Hill', 'town': 'Brentwood', 'postcode_lookup': 'Chelmsford', 'postcode': 'CM14 5HA', 'region': 'Essex', 'country': 'GB', 'phone': '01277 201164', 'latitude': 51.6130194, 'longitude': 0.2993072, 'type': 'live', 'rating': 4, 'reviewCount': 8, 'distance': 20859.874757177673}",https://d31fr2pwly4c4s.cloudfront.net/8/d/b/2238306_12869680_JAR-presents---TBA---TBA---TBA_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/8/d/b/2238306_12869680_JAR-presents---TBA---TBA---TBA.jpg,https://d31fr2pwly4c4s.cloudfront.net/8/d/b/2238306_12869680_JAR-presents---TBA---TBA---TBA_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/8/d/b/2238306_12869680_JAR-presents---TBA---TBA---TBA_1024.webp,https://www.skiddle.com/whats-on/Chelmsford/The-Essex-Arms/JAR-presents---Dear-Boy-And-The-Noise--Monumental--One-Offs/42304499/,2026-08-28,2026-08-28T20:00:00+00:00,2026-08-28T23:00:00+00:00,JAR promotes upcoming bands and brings them to grassroots venues across Essex!,"{'doorsopen': '20:00', 'doorsclose': '23:00', 'lastentry': '20:30'}",16,,0,0,False,"{'minPrice': 8.86, 'maxPrice': 8.86}",,public,,False,{'enabled': False},#d8a808,GBP,[],[],[]
42331180,2244232,False,2244232,False,0,LIVE,UB40 featuring Ali Campbell - Live in Southend,0,,,,,"{'id': 44340, 'name': 'Garon Park', 'address': 'The Cricket Pavilion, Garon Park', 'town': 'Southend-on-Sea', 'postcode_lookup': 'Southend-on-Sea', 'postcode': 'SS2 4FA', 'region': 'Essex', 'country': 'GB', 'phone': '', 'latitude': 51.55325, 'longitude': 0.736835, 'type': 'Outdoors', 'rating': 3, 'reviewCount': 3793, 'distance': 30535.795658758256}",https://d31fr2pwly4c4s.cloudfront.net/4/1/7/2244232_4198fbab_ub40-featuring-ali-campbell-live-in-southend_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/1/7/2244232_4198fbab_ub40-featuring-ali-campbell-live-in-southend.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/1/7/2244232_4198fbab_ub40-featuring-ali-campbell-live-in-southend_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/1/7/2244232_4198fbab_ub40-featuring-ali-campbell-live-in-southend_1024.webp,https://www.skiddle.com/whats-on/Southend-on-Sea/Garon-Park/UB40-featuring-Ali-Campbell---Live-in-Southend/42331180/,2026-08-30,2026-08-30T14:30:00+00:00,2026-08-30T22:30:00+00:00,Get ready for an unforgettable day-to-night event as UB40 featuring Ali Campbell returns to Southend.,"{'doorsopen': '14:30', 'doorsclose': '22:30', 'lastentry': '18:00'}",,,0,183,True,"{'minPrice': 20, 'maxPrice': 45}",,public,,True,{'enabled': False},#081828,GBP,"[{'artistid': '736366', 'name': 'UB40', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/6/736366_2_1024.jpg', 'spotifyartisturl': 'spotify:artist:69MEO1AADKg1IZrq2XLzo5'}, {'artistid': '123477462', 'name': 'Gentlemans Dub Club', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/2/123477462_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:6AGZSUNP6AVZ2BTxUsbJsr'}, {'artistid': '123507514', 'name': 'Trojan Sound System', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/4/123507514_267.jpg', 'spotifyartisturl': 'spotify:artist:5YZtzNCAtK8InKydjWgED9'}, {'artistid': '123530436', 'name': 'Carroll Thompson', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/6/123530436_267.jpg', 'spotifyartisturl': 'spotify:artist:1YN1OuUFRoFlnwR97pIRlJ'}, {'artistid': '123590958', 'name': 'UB40 feat Ali Campbell', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/8/123590958_1_1024.jpg', 'spotifyartisturl': None}]","[{'genreid': '68', 'name': 'Reggae'}]",[]
42422879,2264192,False,2264192,False,0,LIVE,Elvis Neil Diamond & Johnny Cash - Witham,0,,,,,"{'id': 33728, 'name': 'Witham Town Football Club', 'address': 'Spa Road', 'town': 'Witham', 'postcode_lookup': 'Chelmsford', 'postcode': 'CM8 1UN', 'region': 'Essex', 'country': 'GB', 'phone': '01376 511198', 'latitude': 51.7995786, 'longitude': 0.6276316, 'type': 'Sports', 'rating': 4, 'reviewCount': 7, 'distance': 11660.427173859762}",https://d31fr2pwly4c4s.cloudfront.net/4/8/a/2264192_4528f796_elvis-neil-diamond-johnny-cash-witham_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/8/a/2264192_4528f796_elvis-neil-diamond-johnny-cash-witham.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/8/a/2264192_4528f796_elvis-neil-diamond-johnny-cash-witham_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/8/a/2264192_4528f796_elvis-neil-diamond-johnny-cash-witham_1024.webp,https://www.skiddle.com/whats-on/Chelmsford/Witham-Town-Football-Club/Elvis-Neil-Diamond--Johnny-Cash---Witham/42422879/,2026-09-05,2026-09-05T19:00:00+00:00,2026-09-06T00:00:00+00:00,"Elvis, Neil Diamond & Johnny Cash Tribute Night

Get ready for an unforgettable night of legendary music at Witham Town Football Club!","{'doorsopen': '19:00', 'doorsclose': '00:00', 'lastentry': ''}",16,,0,2,True,"{'minPrice': 13.5, 'maxPrice': 13.5}",,public,,False,{'enabled': False},#082858,GBP,[],"[{'genreid': '20', 'name': 'Pop'}, {'genreid': '60', 'name': 'Rock & Roll / 1950s'}]",[]
42430795,2266440,False,2266440,False,0,LIVE,Silent Disco - Maldon,0,,,,,"{'id': 129776, 'name': 'Madison Heights', 'address': 'Park Drive', 'town': 'Maldon', 'postcode_lookup': 'Chelmsford', 'postcode': 'CM9 5JQ', 'region': 'Essex', 'country': 'GB', 'phone': '07726248569', 'latitude': 51.7216682, 'longitude': 0.693215, 'type': 'Other', 'rating': 4, 'reviewCount': 10, 'distance': 16605.526761514764}",https://d31fr2pwly4c4s.cloudfront.net/c/4/f/2266440_4a3ba859_silent-disco-maldon_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/4/f/2266440_4a3ba859_silent-disco-maldon.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/4/f/2266440_4a3ba859_silent-disco-maldon_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/4/f/2266440_4a3ba859_silent-disco-maldon_1024.webp,https://www.skiddle.com/whats-on/Chelmsford/Madison-Heights/Silent-Disco---Maldon/42430795/,2026-09-12,2026-09-12T19:00:00+00:00,2026-09-13T00:00:00+00:00,"Silent Disco Night at Madison Heights  Maldon

ALL AGES WELCOME 

Get ready for a night like no other as we bring the ultimate Silent Disco....","{'doorsopen': '19:00', 'doorsclose': '00:00', 'lastentry': ''}",,,0,0,True,"{'minPrice': 13.5, 'maxPrice': 13.5}",,public,,False,{'enabled': False},#080808,GBP,[],"[{'genreid': '5', 'name': 'Rock'}, {'genreid': '20', 'name': 'Pop'}, {'genreid': '62', 'name': '1980s'}, {'genreid': '64', 'name': '1970s'}]",[]
42426982,2264779,False,2264779,False,0,LIVE,Elvis Neil Diamond & Johnny Cash Tribute - Southend on Sea,0,,,,,"{'id': 51798, 'name': 'Ekco Social And Sports Club', 'address': 'THORNFORD GARDENS', 'town': 'SOUTHEND ON SEA', 'postcode_lookup': 'Southend-on-Sea', 'postcode': 'SS2 6PU', 'region': 'Essex', 'country': 'GB', 'phone': '01702 351641', 'latitude': 51.5600146, 'longitude': 0.7043341, 'type': 'bar', 'rating': 0, 'reviewCount': 0, 'distance': 28594.825627082046}",https://d31fr2pwly4c4s.cloudfront.net/f/2/3/2264779_92209833_Elvis-Neil-Diamond---Johnny-Cash-Tribute---Southend-on-Sea_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/2/3/2264779_92209833_Elvis-Neil-Diamond---Johnny-Cash-Tribute---Southend-on-Sea.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/2/3/2264779_92209833_Elvis-Neil-Diamond---Johnny-Cash-Tribute---Southend-on-Sea_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/2/3/2264779_92209833_Elvis-Neil-Diamond---Johnny-Cash-Tribute---Southend-on-Sea_1024.webp,https://www.skiddle.com/whats-on/Southend-on-Sea/Ekco-Social-And-Sports-Club/Elvis-Neil-Diamond--Johnny-Cash-Tribute---Southend-on-Sea/42426982/,2026-09-26,2026-09-26T19:00:00+00:00,2026-09-27T00:00:00+00:00,"Elvis, Neil Diamond & Johnny Cash Tribute Night - Southend On Sea 

Get ready for a night of timeless music, unforgettable performances","{'doorsopen': '19:00', 'doorsclose': '00:00', 'lastentry': ''}",16,,0,0,True,"{'minPrice': 13.5, 'maxPrice': 13.5}",,public,,False,{'enabled': False},#082858,GBP,[],"[{'genreid': '20', 'name': 'Pop'}, {'genreid': '60', 'name': 'Rock & Roll / 1950s'}]",[]
42482911,2279043,False,2279043,False,0,LIVE,My Love Events,0,,,,,"{'id': 126738, 'name': 'Concord Rangers Football Club', 'address': 'Thames Road', 'town': 'Canvey Island', 'postcode_lookup': 'Southend-on-Sea', 'postcode': 'SS8 0HH', 'region': 'Essex', 'country': 'GB', 'phone': '01268515750', 'latitude': 51.5126138, 'longitude': 0.575574, 'type': 'Sports', 'rating': 4, 'reviewCount': 4, 'distance': 29619.739124371765}",https://d31fr2pwly4c4s.cloudfront.net/a/4/c/2279043_02df55f5_my-love-events_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/a/4/c/2279043_02df55f5_my-love-events.jpg,https://d31fr2pwly4c4s.cloudfront.net/a/4/c/2279043_02df55f5_my-love-events_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/a/4/c/2279043_02df55f5_my-love-events_1024.webp,https://www.skiddle.com/whats-on/Southend-on-Sea/Concord-Rangers-Football-Club/My-Love-Events/42482911/,2026-10-03,2026-10-03T18:00:00+00:00,2026-10-04T02:00:00+00:00,OUR SIGNATURE EVENT BRINGING YOU THE BEST IN DANCE MUSIC,"{'doorsopen': '18:00', 'doorsclose': '02:00', 'lastentry': '18:00'}",18,,0,4,True,"{'minPrice': 10, 'maxPrice': 12}",,public,,False,{'enabled': False},#f8f8f8,GBP,[],"[{'genreid': '1', 'name': 'House'}, {'genreid': '7', 'name': 'Breaks'}, {'genreid': '14', 'name': 'Tech House'}, {'genreid': '19', 'name': 'Old Skool'}]",[]
