id,listingid,isSBT,uniquelistingidentifier,hascollapsedresults,countcollapsedresults,EventCode,eventname,cancelled,cancellationDate,cancellationType,cancellationReason,rescheduledDate,venue,imageurl,largeimageurl,xlargeimageurl,xlargeimageurlWebP,link,date,startdate,enddate,description,openingtimes,minage,imgoing,goingtos,goingtocount,tickets,ticketpricing,entryprice,eventvisibility,ticketUrl,hotSeller,rep,headerHex,currency,artists,genres,healthAndSafety
40110427,1834296,False,1834296,False,0,LIVE,Still Life with Life Drawing Mossley,1,2024-10-14 10:47:55,cancelled,n/a,,"{'id': 128366, 'name': 'The Old Abbey Tap House', 'address': 'Guildhall Close', 'town': 'Manchester', 'postcode_lookup': 'Manchester', 'postcode': 'M15 6SY', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.4621581, 'longitude': -2.2374393, 'type': 'Nightclub', 'rating': 4, 'reviewCount': 228, 'distance': 1938.4439340061756}",https://d31fr2pwly4c4s.cloudfront.net/b/7/1/1834296_41d29410_still-life-with-life-drawing-mossley_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/b/7/1/1834296_41d29410_still-life-with-life-drawing-mossley.jpg,https://d31fr2pwly4c4s.cloudfront.net/b/7/1/1834296_41d29410_still-life-with-life-drawing-mossley_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/b/7/1/1834296_41d29410_still-life-with-life-drawing-mossley_1024.webp,https://www.skiddle.com/whats-on/Manchester/The-Old-Abbey-Tap-House/Still-Life-with-Life-Drawing-Mossley/40110427/,2024-10-02,2024-10-02T19:30:00+00:00,2029-10-02T21:00:00+00:00,"Katie from Life Drawing Mossley joins us at Old Abbey Taphouse on Wed 2nd Oct for a still life drawing classes. 

£5 entry. Materials provided.","{'doorsopen': '19:30', 'doorsclose': '21:00', 'lastentry': ''}",,,0,0,False,"{'minPrice': 0, 'maxPrice': 0}",,public,,False,{'enabled': False},#68c838,GBP,[],[],[]
42506661,2285841,False,2285841,False,0,LIVE,Corruptedspinnas,0,,,,,"{'id': 133192, 'name': 'The Bag Factory', 'address': 'Unit 3', 'town': 'Salford', 'postcode_lookup': 'Manchester', 'postcode': 'M3 7LW', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.4922396, 'longitude': -2.2519926, 'type': 'Nightclub', 'rating': 4, 'reviewCount': 76, 'distance': 1543.1637920377761}",https://d31fr2pwly4c4s.cloudfront.net/0/9/2/2285841_720d3f2a_corruptedspinnas_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/0/9/2/2285841_720d3f2a_corruptedspinnas.jpg,https://d31fr2pwly4c4s.cloudfront.net/0/9/2/2285841_720d3f2a_corruptedspinnas_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/0/9/2/2285841_720d3f2a_corruptedspinnas_1024.webp,https://www.skiddle.com/whats-on/Manchester/The-Bag-Factory/Corruptedspinnas/42506661/,2026-07-11,2026-07-11T15:00:00+00:00,2026-07-11T23:30:00+00:00,Start your engines because corruptsidedown & carpoolspinnas are taking over TheBagFactory for all beats and goodness powered by Dropjaw & Pickandmix!,"{'doorsopen': '15:00', 'doorsclose': '23:30', 'lastentry': '15:00'}",18,,0,0,True,"{'minPrice': 8.5, 'maxPrice': 20}",,public,,False,{'enabled': False},#080808,GBP,[],"[{'genreid': '3', 'name': 'UK Garage'}, {'genreid': '8', 'name': 'Drum and Bass'}, {'genreid': '80', 'name': 'Jungle'}]",[]
42464810,2273764,False,2273764,False,0,LIVE,"HOT TAKE: Kiosk, Maximilian Tanner, Poor Effort",0,,,,,"{'id': 94728, 'name': 'YES Basement', 'address': '38 Charles Street', 'town': 'Manchester', 'postcode_lookup': 'Manchester', 'postcode': 'M1 7DB', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.4741142, 'longitude': -2.2382036, 'type': 'Nightclub', 'rating': 4, 'reviewCount': 278, 'distance': 705.2971057897885}",https://d31fr2pwly4c4s.cloudfront.net/1/6/4/2273764_16495998_HOT-TAKE--Kiosk--Maximilian-Tanner--Poor-Effort_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/1/6/4/2273764_16495998_HOT-TAKE--Kiosk--Maximilian-Tanner--Poor-Effort.jpg,https://d31fr2pwly4c4s.cloudfront.net/1/6/4/2273764_16495998_HOT-TAKE--Kiosk--Maximilian-Tanner--Poor-Effort_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/1/6/4/2273764_16495998_HOT-TAKE--Kiosk--Maximilian-Tanner--Poor-Effort_1024.webp,https://www.skiddle.com/whats-on/Manchester/YES-Basement/HOT-TAKE-Kiosk-Maximilian-Tanner-Poor-Effort/42464810/,2026-07-11,2026-07-11T18:00:00+00:00,2026-07-11T23:00:00+00:00,"Now Wave presents HOT TAKE: Kiosk, Maximilian Tanner, Poor Effort in YES Basement","{'doorsopen': '18:00', 'doorsclose': '23:00', 'lastentry': ''}",18,,0,0,True,"{'minPrice': 5.5, 'maxPrice': 5.5}",5.50,public,,False,{'enabled': False},#084898,GBP,[],[],[]
42004297,2200652,False,2200652,False,0,LIVE,The Hitman returns,0,,,,,"{'id': 132577, 'name': 'The Old Market Square, Warrington', 'address': 'Management Office', 'town': 'Warrington', 'postcode_lookup': 'Warrington', 'postcode': 'WA1 1QP', 'region': 'Cheshire', 'country': 'GB', 'phone': '', 'latitude': 53.3897689, 'longitude': -2.5947638, 'type': 'live', 'rating': 4, 'reviewCount': 34, 'distance': 25204.720968917747}",https://d31fr2pwly4c4s.cloudfront.net/c/5/e/2200652_03c8110c_the-hitman-returns_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/5/e/2200652_03c8110c_the-hitman-returns.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/5/e/2200652_03c8110c_the-hitman-returns_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/5/e/2200652_03c8110c_the-hitman-returns_1024.webp,https://www.skiddle.com/whats-on/Warrington/The-Old-Market-Square%2C-Warrington/The-Hitman-returns/42004297/,2026-07-11,2026-07-11T18:00:00+00:00,2026-07-11T23:00:00+00:00,The hitman returns to warrington....,"{'doorsopen': '18:00', 'doorsclose': '23:00', 'lastentry': '18:00'}",,,0,0,True,"{'minPrice': 30, 'maxPrice': 35}",,public,,True,{'enabled': False},#080808,GBP,"[{'artistid': '123555026', 'name': 'Cappella', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/6/123555026_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:0NPwkUJRrRiWYdHpLXBkxg'}, {'artistid': '123580581', 'name': 'Alex Party', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/1/123580581_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:41VxAgbLRHo2ZYZEq5P1mD'}, {'artistid': '123560322', 'name': 'The Porn Kings', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/2/123560322_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:0KgTQZLjjy3gjiFacTTfxl'}, {'artistid': '123574200', 'name': 'Pete Waterman', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/0/123574200_1_1024.jpg', 'spotifyartisturl': 'spotify:artist:1dIZcCJWHOeXY4JXtmZLIk'}, {'artistid': '123576545', 'name': '2Funky2', 'image': 'https://d1mdxzfl9p8pzo.cloudfront.net/5/123576545_1_1024.jpg', 'spotifyartisturl': None}]","[{'genreid': '82', 'name': '1990s'}]",[]
41582795,2146764,False,L7Al8FxrLL,False,0,LIVE,Manchester Got Soul: Live Music and DJs Til Late,0,,,,,"{'id': 104602, 'name': 'The Blues Kitchen', 'address': '13 Quay Street', 'town': 'Manchester', 'postcode_lookup': 'Manchester', 'postcode': 'M3 3HN', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.4782265, 'longitude': -2.2504397, 'type': 'bar', 'rating': 4, 'reviewCount': 319, 'distance': 370.10660406021236}",https://d31fr2pwly4c4s.cloudfront.net/f/e/1/1884729_1bfbd26c_manchester-got-soul-live-music-and-djs-til-late_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/e/1/1884729_1bfbd26c_manchester-got-soul-live-music-and-djs-til-late.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/e/1/1884729_1bfbd26c_manchester-got-soul-live-music-and-djs-til-late_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/e/1/1884729_1bfbd26c_manchester-got-soul-live-music-and-djs-til-late_1024.webp,https://www.skiddle.com/whats-on/Manchester/The-Blues-Kitchen/Manchester-Got-Soul-Live-Music-and-DJs-Til-Late/41582795/,2026-07-11,2026-07-11T19:00:00+00:00,2026-07-12T03:00:00+00:00,Live music and DJs across both floors from 8pm to 3am.,"{'doorsopen': '19:00', 'doorsclose': '03:00', 'lastentry': ''}",18,,0,0,True,"{'minPrice': 0, 'maxPrice': 0}",,public,,False,{'enabled': False},,GBP,[],[],[]
41590527,2148529,False,2148529,False,0,LIVE,Dirty Rotten Imbeciles D.R.I,0,,,,,"{'id': 132745, 'name': 'Holy Diver', 'address': '1 Princes Street', 'town': 'Stockport', 'postcode_lookup': 'Stockport', 'postcode': 'SK1 1SL', 'region': 'Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.41117375, 'longitude': -2.16158853, 'type': 'live', 'rating': 4, 'reviewCount': 118, 'distance': 9348.609370065313}",https://d31fr2pwly4c4s.cloudfront.net/b/2/0/2148529_8025096b_dirty-rotten-scoundrels-d-r-i_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/b/2/0/2148529_8025096b_dirty-rotten-scoundrels-d-r-i.jpg,https://d31fr2pwly4c4s.cloudfront.net/b/2/0/2148529_8025096b_dirty-rotten-scoundrels-d-r-i_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/b/2/0/2148529_8025096b_dirty-rotten-scoundrels-d-r-i_1024.webp,https://www.skiddle.com/whats-on/Stockport/Holy-Diver/Dirty-Rotten-Imbeciles-DRI/41590527/,2026-07-11,2026-07-11T19:00:00+00:00,2026-07-11T23:00:00+00:00,"D.R.I are coming back to the UK for a short run of shows, and we are one of them!","{'doorsopen': '19:00', 'doorsclose': '23:00', 'lastentry': '19:30'}",18,,0,0,True,"{'minPrice': 20, 'maxPrice': 20}",,public,,False,{'enabled': False},#080808,GBP,[],"[{'genreid': '53', 'name': 'Punk'}, {'genreid': '99', 'name': 'Hardcore Punk'}, {'genreid': '124', 'name': 'Hard Rock'}]",[]
41994318,2198101,False,2198101,False,0,LIVE,Shef Leppard. Live at Empire Rochdale,0,,,,,"{'id': 108286, 'name': 'Empire Rochdale', 'address': '7 Packer Street', 'town': 'Greater - Manchester', 'postcode_lookup': 'Rochdale', 'postcode': 'OL16 1NJ', 'region': 'Manchester', 'country': 'GB', 'phone': '01706 551 515', 'latitude': 53.615938, 'longitude': -2.157467, 'type': 'live', 'rating': 4, 'reviewCount': 11, 'distance': 16288.035370221773}",https://d31fr2pwly4c4s.cloudfront.net/c/8/6/2198101_b6e2caeb_shef-leppard-live-at-empire-rochdale_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/8/6/2198101_b6e2caeb_shef-leppard-live-at-empire-rochdale.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/8/6/2198101_b6e2caeb_shef-leppard-live-at-empire-rochdale_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/8/6/2198101_b6e2caeb_shef-leppard-live-at-empire-rochdale_1024.webp,https://www.skiddle.com/whats-on/Rochdale/Empire-Rochdale/Shef-Leppard-Live-at-Empire-Rochdale/41994318/,2026-07-11,2026-07-11T20:00:00+00:00,2026-07-11T23:45:00+00:00,"Shef Leppard leans into the swagger and shine, stacking punchy hooks and melodic grit into a set that feels loud and polished.","{'doorsopen': '20:00', 'doorsclose': '23:45', 'lastentry': '21:30'}",18,,0,0,True,"{'minPrice': 0, 'maxPrice': 0}",,public,,False,{'enabled': False},#080808,GBP,[],"[{'genreid': '5', 'name': 'Rock'}]",[]
42505065,2285614,False,2285614,False,0,LIVE,Chito Kaharam Killer Live in Manchester,0,,,,,"{'id': 129135, 'name': 'Sol House Manchester', 'address': 'Sol House', 'town': 'Manchester', 'postcode_lookup': 'Manchester', 'postcode': 'M12 6EL', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '07970384102', 'latitude': 53.4756331, 'longitude': -2.220982, 'type': 'Nightclub', 'rating': 3, 'reviewCount': 7, 'distance': 1632.9267904361184}",https://d31fr2pwly4c4s.cloudfront.net/4/b/e/2285614_c69e0198_chito-kaharam-killer-live-in-manchester_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/b/e/2285614_c69e0198_chito-kaharam-killer-live-in-manchester.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/b/e/2285614_c69e0198_chito-kaharam-killer-live-in-manchester_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/b/e/2285614_c69e0198_chito-kaharam-killer-live-in-manchester_1024.webp,https://www.skiddle.com/whats-on/Manchester/Sol-House-Manchester/Chito-Kaharam-Killer-Live-in-Manchester/42505065/,2026-07-11,2026-07-11T22:00:00+00:00,2026-07-12T03:00:00+00:00,"Chito Kaharam Killer delivers an electrifying live music performance, blending Afrobeat rhythms, vibrant melodies, and energetic stage presence.","{'doorsopen': '22:00', 'doorsclose': '03:00', 'lastentry': '00:30'}",18,,0,0,True,"{'minPrice': 0, 'maxPrice': 0}",,public,,False,{'enabled': False},#e8e8e8,GBP,[],"[{'genreid': '66', 'name': 'African'}, {'genreid': '95', 'name': 'Afrobeat'}]",[]
42365998,2252777,False,2252777,False,0,LIVE,"GirlyPop Live - Zara Larsson Takeover | Freight Island, MCR",0,,,,,"{'id': 121358, 'name': 'Freight Island', 'address': '11 Baring Street', 'town': 'Manchester', 'postcode_lookup': 'Manchester', 'postcode': 'M1 2PZ', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.4751511, 'longitude': -2.2276473, 'type': 'Exhibition Centre', 'rating': 4, 'reviewCount': 1326, 'distance': 1225.508984469047}",https://d31fr2pwly4c4s.cloudfront.net/0/5/0/2252777_8f6e803b_girlypop-live-freight-island-manchester_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/0/5/0/2252777_8f6e803b_girlypop-live-freight-island-manchester.jpg,https://d31fr2pwly4c4s.cloudfront.net/0/5/0/2252777_8f6e803b_girlypop-live-freight-island-manchester_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/0/5/0/2252777_8f6e803b_girlypop-live-freight-island-manchester_1024.webp,https://www.skiddle.com/whats-on/Manchester/Freight-Island/GirlyPop-Live---Zara-Larsson-Takeover--Freight-Island-MCR/42365998/,2026-07-12,2026-07-12T12:00:00+00:00,2026-07-12T16:30:00+00:00,"GirlyPop Live is returning to Freight Island, Manchester with your favourite Pop icons in one live show brought to you by the best tribute acts!","{'doorsopen': '12:00', 'doorsclose': '16:30', 'lastentry': ''}",5,,0,0,True,"{'minPrice': 24, 'maxPrice': 31}",,public,,True,{'enabled': False},#f8f8f8,GBP,[],"[{'genreid': '20', 'name': 'Pop'}, {'genreid': '35', 'name': 'Themed'}, {'genreid': '42', 'name': 'Acoustic'}, {'genreid': '48', 'name': 'Covers Band/Tribute Act'}, {'genreid': '126', 'name': 'Alternative Pop'}]",[]
41778024,2172187,False,2172187,False,0,LIVE,Slaughter and the Dogs 50yrs of Punk celebration!!,1,2026-02-26 11:09:26,cancelled,Automatic cancellation: All future dates in the event series have been cancelled,,"{'id': 117970, 'name': 'Rebellion MCR', 'address': '2B Whitworth Street West', 'town': 'Manchester', 'postcode_lookup': 'Manchester', 'postcode': 'M1 5WZ', 'region': 'Greater Manchester', 'country': 'GB', 'phone': '', 'latitude': 53.474241, 'longitude': -2.250502, 'type': 'Nightclub', 'rating': 4, 'reviewCount': 21, 'distance': 642.3459907625491}",https://d31fr2pwly4c4s.cloudfront.net/9/2/4/2172187_b1480e80_slaughter-and-the-dogs-50yrs-of-punk-celebration-_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/2/4/2172187_b1480e80_slaughter-and-the-dogs-50yrs-of-punk-celebration-.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/2/4/2172187_b1480e80_slaughter-and-the-dogs-50yrs-of-punk-celebration-_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/2/4/2172187_b1480e80_slaughter-and-the-dogs-50yrs-of-punk-celebration-_1024.webp,https://www.skiddle.com/whats-on/Manchester/Rebellion-MCR/Slaughter-and-the-Dogs-50yrs-of-Punk-celebration/41778024/,2026-07-12,2026-07-12T13:00:00+00:00,2026-07-12T16:00:00+00:00,Celebrating 50yrs since the Historic Lesser Free Trade Hall gig. SATD both in interview and live set with support from the BUZZKOCKS.,"{'doorsopen': '13:00', 'doorsclose': '16:00', 'lastentry': '13:00'}",,,0,0,False,"{'minPrice': 0, 'maxPrice': 0}",,public,,False,{'enabled': False},#080808,GBP,[],[],[]
