id,name,date,city,genres_bucketed,source
LvZ18QxAj1bZeL8vGSGnc,EVERYWHERE AT ONCE: Dewin,2026-06-28,Narberth,['Rock/Indie'],ticketmaster
16djZbVF7G7ncoa,PITBULL - Official Premium Ticket and Hotel Experiences,2026-07-10,London,['Pop'],ticketmaster
16djZbzJfG7RfqJ,Wireless 2026 - VIP Ticket,2026-07-10,London,['Unclassified'],ticketmaster
1AMZkCvGkdo0G55,2 Day (Fri + Sat) - Wireless 2026,2026-07-10,London,['Unclassified'],ticketmaster
1AMZkCvGkdsKWBf,Souvenir Ticket - Wireless 2026,2026-07-10,London,['Unclassified'],ticketmaster
1AMZkCvGke-Tboa,"3 Day (Fri, Sat, Sun) - Wireless 2026",2026-07-10,London,['Unclassified'],ticketmaster
1AMZkCvGkeUxty9,2 Day (Fri + Sun) - Wireless 2026,2026-07-10,London,['Unclassified'],ticketmaster
1AMZkoMGke0Kole,Wireless 2026 - The Lounge,2026-07-10,London,['Unclassified'],ticketmaster
G5vHZbRBbBovA,Lost Minds Festival 2026 Payment Plan,2026-07-11,Newcastle,['Electronic/Dance'],ticketmaster
G5vHZbRE2vvoV,Lost Minds Festival 2026,2026-07-11,Newcastle,['Pop'],ticketmaster
1AMZkCvGke03zh7,Saturday Day - Wireless 2026,2026-07-11,London,['Unclassified'],ticketmaster
LvZ18QqzT7Dg6MZvqS5SO,F&NMusic Present's R&B Karaoke Brunch Feat Versions,2026-07-11,London,['Hip-Hop/Urban'],ticketmaster
LvZ18Qb93a-3Bn8Zlu5Ue,Rapid Aye Movement,2026-07-11,Newcastle Upon Tyne,['Rock/Indie'],ticketmaster
LvZ18Qj1kRInnM8Z0Agsf,The Saturday Brunch Club,2026-07-11,London,['Non-Music/Other'],ticketmaster
17u8v0G6uMlRpNH,Belle Livingstone's 58th Street Country Club,2026-07-11,London,['Jazz/Blues/Soul'],ticketmaster
1AdjZbwGkwR6s6b,Amex Presents BST Hyde Park - Lewis Capaldi - Ultimate Bar Packages,2026-07-11,London,['Unclassified'],ticketmaster
1kuYvNGtGA1e_qM,Iron Maiden - EDDFEST,2026-07-11,Stevenage,['Metal/Punk'],ticketmaster
LvZ18Q9IT_UBt9ZZ0lAeZ,Kaleidoscope Festival - 2026,2026-07-11,London,['Unclassified'],ticketmaster
LvZ18QreRQqzqTOZ0-3GN,Saturday Jazz Lunch | Frank & Dean,2026-07-11,London,['Jazz/Blues/Soul'],ticketmaster
1AMZkGVGkdNTc3Z,Iron Maiden - Official Ticket and Hotel Packages,2026-07-11,Stevenage,['Metal/Punk'],ticketmaster
1AdjZbwGkmJHZXP,American Express Presents BST Hyde Park - Lewis Capaldi,2026-07-11,London,['Unclassified'],ticketmaster
LvZ18Qj_rDCZd3YZ0nr_7,Lost Frequencies Open Air,2026-07-11,London,['Electronic/Dance'],ticketmaster
1AdjZbwGkw2DYNr,Lewis Capaldi - Official Premium Ticket and Hotel Experiences,2026-07-11,London,['Unclassified'],ticketmaster
LvZ18QbjIhjNZcOZ00VL_,An Afternoon of indie - Indie for the over 30s!,2026-07-11,Stockport,['Rock/Indie'],ticketmaster
16gZk8MupZA51AuF,Abba Voyage - VIP Premium Package,2026-07-11,London,['Pop'],ticketmaster
1AdbZ_dGkBYIfnn,Road To Nashville Festival,2026-07-11,Glasgow,['Folk/Country'],ticketmaster
1AgZkCKGkew3_S1,ABBA Voyage,2026-07-11,London,['Pop'],ticketmaster
G5vHZbzXgMVKE,Eden Sessions: The Maccabees,2026-07-11,St Austell,['Rock/Indie'],ticketmaster
LvZ18Qhnkp9HBEYZHRD7I,"An Afternoon of Indie NOTTINGHAM - Indie for the over 30s, 3pm-7pm",2026-07-11,Nottingham,['Rock/Indie'],ticketmaster
G5vHZbVI75tqv,Sounds of the City Present THE STREETS,2026-07-11,Manchester,['Unclassified'],ticketmaster
LvZ18Qqz8nytfP8vqC0Ut,Channel One Sound System BBQ,2026-07-11,London,['World/Latin/Reggae'],ticketmaster
1ANZkGkGkd5MZEy,My Chemical Romance - Long Live The Black Parade Tour,2026-07-11,London,['Rock/Indie'],ticketmaster
1AdbZbgGkUClgBD,The Cribs,2026-07-11,Leeds,['Rock/Indie'],ticketmaster
1AeGZbYGkDjzYDs,Rob Lamberti Presents Perfectly George - Live Lounge Premium Package,2026-07-11,Derby,['Unclassified'],ticketmaster
G5vHZbgxzubF7,An Evening with Michael Ball,2026-07-11,Llangollen,['Pop'],ticketmaster
G5vHZbsmx6ouD,David Gray + Special Guest The Divine Comedy,2026-07-11,Cardiff,['Rock/Indie'],ticketmaster
G5vHZbw3SUfAW,David Gray- Official Ticket and Hotel Bundls,2026-07-11,Cardiff,['Rock/Indie'],ticketmaster
1AMZk38GkdSXhQY,THE BEST OF ALL WORLDS - UK TOUR 2026 - SAMMY HAGAR,2026-07-11,London,['Rock/Indie'],ticketmaster
15dfZbMjvOyJK,Mouth of the Tyne Festival Presents Self Esteem,2026-07-11,Tynemouth,['Pop'],ticketmaster
1AdjZ_aGkU0fKAJ,Ilaiyaraaja - Venue Premium Tickets,2026-07-11,London,['World/Latin/Reggae'],ticketmaster
1AeGZbYGkBB6ZUf,Rob Lamberti Presents Perfectly George,2026-07-11,Derby,['Unclassified'],ticketmaster
1AgZkuVGkdUoQsF,SEX PISTOLS FT. FRANK CARTER,2026-07-11,Halifax,['Rock/Indie'],ticketmaster
1ku8vN3aGA270Jf,Bastille,2026-07-11,Scarborough,['Rock/Indie'],ticketmaster
G5dzZ_6DQHfSw,Sumo Cyco,2026-07-11,London,['Rock/Indie'],ticketmaster
G5dzZbUhdqE8R,Jools Holland and His Rhythm & Blues Orchestra,2026-07-11,Swansea,['Hip-Hop/Urban'],ticketmaster
G5vHZ_FUg6eHo,House of Protection,2026-07-11,London,['Rock/Indie'],ticketmaster
G5vHZ_dwWwpOE,Summer Concerts - Wildboys Absolute 80s,2026-07-11,Staffordshire,['Rock/Indie'],ticketmaster
LvZ18Q9u32wxOVZZ0GNih,Noasis - Hertford Corn Exchange - Saturday 11 July 2026,2026-07-11,Hertford,['Unclassified'],ticketmaster
1AdfZbMGkmmB9AN,Bastille - Official Ticket and Hotel Bundls,2026-07-11,Scarborough,['Rock/Indie'],ticketmaster
1AdfZbMGkmpV7VU,Sex Pistols- Official Ticket and Hotel Bundls,2026-07-11,Halifax,['Rock/Indie'],ticketmaster
LvZ18QxveU7Yw5OvOwI8f,A Tribute to Etta James & Janis Joplin ft. LiV Warfield,2026-07-11,London,['Hip-Hop/Urban'],ticketmaster
1AwZkuyGkdfkYJ-,Legend - a Tribute To Bob Marley Followed By England V Norway - Fifa W,2026-07-11,Southampton,['Unclassified'],ticketmaster
1AdbZbUGklCoy0s,Garbage,2026-07-11,Edinburgh,['Rock/Indie'],ticketmaster
17u8v0G6uMlXkJc,Belle Livingstone's 58th Street Country Club,2026-07-11,London,['Jazz/Blues/Soul'],ticketmaster
1AdfZ_7Gkn65vU_,Nourished by Time,2026-07-11,London,['Rock/Indie'],ticketmaster
G5dzZ_kMQq6GG,December 10,2026-07-11,Liverpool,['Pop'],ticketmaster
G5dzZbznjqdqW,Breaking Benjamin,2026-07-11,Glasgow,['Rock/Indie'],ticketmaster
LvZ18Q9wAFFMtzOZlSNb_,Maniac Street Preachers vs. Stereoironics,2026-07-11,Southampton,['Rock/Indie'],ticketmaster
17u8vxG629gh3gw,Thank ABBA for The Music,2026-07-11,Scarborough,['Unclassified'],ticketmaster
17uYvxG6uNE3M2H,The Rocket Man - a Tribute To Elton John,2026-07-11,Bath,['Unclassified'],ticketmaster
LvZ18QO6Yr09_E8ZMigdJ,King Tut's Summer Nights Presents: PaperHouse,2026-07-11,Glasgow,['Rock/Indie'],ticketmaster
LvZ18QQk52mEmB8ZPXKWB,Say Shava Shava : A 25 Year Musical Celebration - Luton,2026-07-11,Luton,['Unclassified'],ticketmaster
16dfZ_djgG7IaKE,Abba Voyage - VIP Premium Package,2026-07-11,London,['Pop'],ticketmaster
1AgZkCKGkewLtga,ABBA Voyage,2026-07-11,London,['Pop'],ticketmaster
LvZ18QjAlb3SIG8Zz5fvv,De Beauvoir Jazz Festival: Lucy-Anne Daniels & Liselotte Östblom,2026-07-11,London,['Jazz/Blues/Soul'],ticketmaster
LvZ18Q9IZn-iVWOZlCsT_,Guns 2 Roses,2026-07-11,Nuneaton,['Unclassified'],ticketmaster
LvZ18Q4S95voQ0OZyWeTj,Mania: The ABBA Show,2026-07-11,London,['Unclassified'],ticketmaster
G5dzZ_6Jp1SoD,Bristol Pride Afterparty,2026-07-11,Bristol,['Pop'],ticketmaster
LvZ18QL6nwO0tKZZ0JplD,CLUB STIGMATA - 11th July,2026-07-11,Glasgow,['Rock/Indie'],ticketmaster
LvZ18Q0_grnqitMu1wS7E,Rehab_LDN,2026-07-11,London,['Electronic/Dance'],ticketmaster
LvZ18QxvnZQDw78ZJI7Lw,Soul City: House music every Saturday,2026-07-11,London,['Unclassified'],ticketmaster
1AMZkCvGkdvIlG_,2 Day (Sat + Sun) - Wireless 2026,2026-07-11,London,['Unclassified'],ticketmaster
1AMZkCvGke0JbqF,Sunday Day - Wireless 2026,2026-07-12,London,['Unclassified'],ticketmaster
LvZ18Qj5u-AQHgZZP6DM_,Sunday Soul Sessions,2026-07-12,London,['Hip-Hop/Urban'],ticketmaster
16dfZ_djgG7gtfG,Abba Voyage - VIP Premium Package,2026-07-12,London,['Pop'],ticketmaster
1AdjZbwGkwVEo8t,Amex Presents BST Hyde Park - Lewis Capaldi - Ultimate Bar Packages,2026-07-12,London,['Unclassified'],ticketmaster
1AgZkCKGkewiyUp,ABBA Voyage,2026-07-12,London,['Pop'],ticketmaster
LvZ18QLd3YxFu3OvquPZM,New Regency Orchestra,2026-07-12,London,['World/Latin/Reggae'],ticketmaster
1AdjZbwGkR1YsQz,American Express Presents BST Hyde Park - Lewis Capaldi,2026-07-12,London,['Unclassified'],ticketmaster
1AMZkoyGkdj0fXv,Lewis Capaldi - Official Premium Ticket and Hotel Experiences,2026-07-12,London,['Unclassified'],ticketmaster
G5vHZ_6dng0DV,Choir of the World,2026-07-12,Llangollen,['Unclassified'],ticketmaster
G5vHZbUzA5cd0,Sounds of the City Present Sex Pistols,2026-07-12,Manchester,['Rock/Indie'],ticketmaster
G5vHZbzCPT4-x,Super Furry Animals Plus Very Special Guests The Beta Band,2026-07-12,London,['Rock/Indie'],ticketmaster
LvZ18Qj_Odm3TNZvGYmQr,DARKSIDE (early show),2026-07-12,London,['Rock/Indie'],ticketmaster
16gZk8MuOZAu1kd1,Abba Voyage - VIP Premium Package,2026-07-12,London,['Pop'],ticketmaster
1AdfZbVGknr7pcq,Billy Ocean with very special guest Marti Pellow,2026-07-12,Halifax,['Hip-Hop/Urban'],ticketmaster
1AgZkCKGkewBaM3,ABBA Voyage,2026-07-12,London,['Pop'],ticketmaster
1ku8v0OwGAGShLz,Mouth of the Tyne Festival presents James,2026-07-12,Tynemouth,['Rock/Indie'],ticketmaster
LvZ18Qj2-IkYBuZZ0zXOd,I Am The Avalanche,2026-07-12,London,['Rock/Indie'],ticketmaster
1AgZku8GkdPWhJS,Billy Ocean- Official Ticket and Hotel Bundls,2026-07-12,Halifax,['Hip-Hop/Urban'],ticketmaster
1AMZk38GkdD9jAp,THE BEST OF ALL WORLDS - UK TOUR 2026 - SAMMY HAGAR,2026-07-12,London,['Rock/Indie'],ticketmaster
17u8v0G6uMiGptB,Belle Livingstone's 58th Street Country Club,2026-07-12,London,['Jazz/Blues/Soul'],ticketmaster
1AMZkGYGkemSFRT,Rumours of Fleetwood Mac,2026-07-12,Watford,['Unclassified'],ticketmaster
1AUZkuEGkdQ0aSr,Jools Holland and His Rhythm & Blues Orchestra,2026-07-12,Torquay,['Hip-Hop/Urban'],ticketmaster
G5dzZ_dY3bMvJ,Sunny Day Real Estate,2026-07-12,London,['Rock/Indie'],ticketmaster
LvZ18Q9tcOegIvZZwYmuR,Lata & Asha: Purane Gaane… Side A | Side B – Birmingham,2026-07-12,Birmingham,['World/Latin/Reggae'],ticketmaster
LvZ18QQEf459UXZZVeEhD,La Perla,2026-07-12,London,['World/Latin/Reggae'],ticketmaster
1AUZkotGkes97CM,The Cavern Club Story,2026-07-12,Dunfermline,['Unclassified'],ticketmaster
G5vHZ_amxo3Wj,Lifehouse - Best of Acoustic,2026-07-12,London,['Rock/Indie'],ticketmaster
LvZ18QO6sU4r8WOvqxxJN,King Tut's Summer Nights Presents: Modern Ruin,2026-07-12,Glasgow,['Rock/Indie'],ticketmaster
LvZ18QOsoDOr_WYZ0fiAB,Crocodiles,2026-07-12,Manchester,['Rock/Indie'],ticketmaster
LvZ18QbF-5F44oYZ03tJ6,MusicmanMike,2026-07-12,Newcastle Upon Tyne,['Hip-Hop/Urban'],ticketmaster
Zor9uZKbZL4Ze3ObaZd,The Simon & Garfunkel Story,2026-07-12,London,['Unclassified'],ticketmaster
1AwZkuyGkeNTO-w,Dri,2026-07-12,Southampton,['Metal/Punk'],ticketmaster
LvZ18Qj_c2SQpzOZ0OzJN,DARKSIDE (late show),2026-07-12,London,['Rock/Indie'],ticketmaster
17u8vxG6udEZ6V6,System Of A Down,2026-07-13,London,['Metal/Punk'],ticketmaster
LvZ18Qj_yGr3TNZZ0YmId,DARKSIDE (early show),2026-07-13,London,['Rock/Indie'],ticketmaster
G5vHZbUReMb8f,Jools Holland and His Rhythm and Blues Orchestra,2026-07-13,Salisbury,['Hip-Hop/Urban'],ticketmaster
17u8v0G65h2P4vP,Alewya,2026-07-13,London,['Hip-Hop/Urban'],ticketmaster
1AdOZbzGknbbeo0,Breaking Benjamin,2026-07-13,Belfast,['Rock/Indie'],ticketmaster
G5dzZ_1pzndHX,Lifehouse - Best of Acoustic,2026-07-13,London,['Rock/Indie'],ticketmaster
G5dzZbMRsk1Df,Boys Like Girls,2026-07-13,Bristol,['Rock/Indie'],ticketmaster
G5vHZbSewdkyZ,Rumours of Fleetwood Mac,2026-07-13,Llandudno,['Unclassified'],ticketmaster
LvZ18QLwenLAlKZZ0A4vR,Concert for Mental Health: Harry Mack,2026-07-13,London,['Hip-Hop/Urban'],ticketmaster
LvZ18QhOLa_kdg8Zir1eB,December 10,2026-07-13,Sheffield,['Pop'],ticketmaster
G5vHZ_61x9NSw,Militarie Gun,2026-07-13,Manchester,['Rock/Indie'],ticketmaster
LvZ18Q9w7qMD_4ZZ0VH_Y,Jimmy Nail,2026-07-13,Cumbria,['Pop'],ticketmaster
15dfZ_djU8t4o,Abba Voyage - VIP Premium Package,2026-07-13,London,['Pop'],ticketmaster
1AgZkCKGkeS6_zO,ABBA Voyage,2026-07-13,London,['Pop'],ticketmaster
LvZ18Qj_BXSVhYYvOI6iX,DARKSIDE (late show),2026-07-13,London,['Rock/Indie'],ticketmaster
G5dzZ_GNnKE5G,Fishies Graduation Party,2026-07-13,Leeds,['Rock/Indie'],ticketmaster
LvZ18Qj_iw1XM5ZvO3zVR,Psycho Mosher,2026-07-14,London,['Rock/Indie'],ticketmaster
1AdbZbgGkBBbtIB,James Taylor,2026-07-14,Edinburgh,['Rock/Indie'],ticketmaster
17GOv0G6C1iE8E6,Dan Parks,2026-07-14,Glasgow,['Pop'],ticketmaster
17GOv0G6GKKT8cx,Kokeshi,2026-07-14,London,['Rock/Indie'],ticketmaster
17GOv0G6uYlG8g6,Alexandra Savior,2026-07-14,Glasgow,['Rock/Indie'],ticketmaster
17u8v0G65hsMkI1,Carolesdaughter,2026-07-14,London,['Rock/Indie'],ticketmaster
17uOv0G6G5tocNM,Alexandra Savior,2026-07-14,Glasgow,['Rock/Indie'],ticketmaster
1AdjZ_dGkBbDxk4,Sunny Day Real Estate,2026-07-14,Manchester,['Rock/Indie'],ticketmaster
1AwZko0Gkei8YYF,Jon B. - Restaurant,2026-07-14,London,['Hip-Hop/Urban'],ticketmaster
1AwZko0Gkel5ORv,Jon B.,2026-07-14,London,['Hip-Hop/Urban'],ticketmaster
1adbZbUpAvNZdu5v,Bat Sabbath,2026-07-14,Manchester,['Unclassified'],ticketmaster
G5vHZ_dKhb0L3,Action! Presents: Garbage + Support,2026-07-14,London,['Rock/Indie'],ticketmaster
LvZ18QLGPkHJc28ZM-exs,Henge,2026-07-14,Dover,['Rock/Indie'],ticketmaster
LvZ18QhUZflvpj8ZV1ulD,A THOUSAND HORSES  Plus guests,2026-07-14,Wolverhampton,['Rock/Indie'],ticketmaster
LvZ18QhYGbM8RuYZ0-V2m,Anthony Gomes “Praise The Loud” 2026 World Tour,2026-07-14,Inverness,['Jazz/Blues/Soul'],ticketmaster
G5vHZbSeLopAa,Rumours of Fleetwood Mac,2026-07-14,Portsmouth,['Unclassified'],ticketmaster
LvZ18QKhlXhzkqOZlYZp_,Osees,2026-07-14,Leeds,['Rock/Indie'],ticketmaster
LvZ18QO9H-DV928ZvJhcN,Anatole Muster,2026-07-14,London,['Jazz/Blues/Soul'],ticketmaster
LvZ18QbENQqww8ZZP5RgL,The Van Morrison Alumni Band,2026-07-14,London,['Rock/Indie'],ticketmaster
LvZ18QhGz5HZKo8ZVxiiC,GONG,2026-07-14,St Albans,['Rock/Indie'],ticketmaster
LvZ18Qx5QWDhLWOvGf41H,The Definitive Rat Pack,2026-07-14,London,['Jazz/Blues/Soul'],ticketmaster
1AdfZbwGkTiPesV,System Of A Down,2026-07-15,London,['Metal/Punk'],ticketmaster
LvZ18Qq0m9gVB6Zv1RZvL,Jon B. - Early Show,2026-07-15,London,['Hip-Hop/Urban'],ticketmaster
G5vHZ_AIYxh9p,Eden Sessions: CMAT,2026-07-15,St Austell,['Rock/Indie'],ticketmaster
LvZ18QhLfJlGN3ZZ0L_0H,The SugarHill Gang Wed 15 July 2026 Performing Live Jam House Birmingham,2026-07-15,Birmingham,['Hip-Hop/Urban'],ticketmaster
LvZ18Qj_hJNQpzOZ0OMbe,Crushed Veneer,2026-07-15,London,['Rock/Indie'],ticketmaster
1AMZkGYGkdFdtrO,Rumours of Fleetwood Mac,2026-07-15,Tunbridge Wells,['Unclassified'],ticketmaster
G5vHZ_6nR8UvL,Public Image Ltd,2026-07-15,Salisbury,['Rock/Indie'],ticketmaster
LvZ18Qoi123C05OZlcuOu,D.R.I / Dirty Rotten Imbeciles,2026-07-15,Glasgow,['Rock/Indie'],ticketmaster
17u8v0G61NAdfR_,Avery Cochrane,2026-07-15,London,['Pop'],ticketmaster
17u8v0G6uMiQJiX,Belle Livingstone's 58th Street Country Club,2026-07-15,London,['Jazz/Blues/Soul'],ticketmaster
1AUZkCoGkdawI88,Charlie Puth - Whatever's Clever! World Tour,2026-07-15,London,['Rock/Indie'],ticketmaster
1AdFZbgGkSLfOTB,Bat Sabbath,2026-07-15,Glasgow,['Unclassified'],ticketmaster
1AwZkowGkdtPYwF,"Anthony Gomes ""Praise the Loud"" 2026 World Tour",2026-07-15,Glasgow,['Rock/Indie'],ticketmaster
G5dzZ_FTfiVtV,Thee Sacred Souls,2026-07-15,Brighton,['Hip-Hop/Urban'],ticketmaster
G5dzZbzkDkp1P,Boys Like Girls,2026-07-15,Glasgow,['Rock/Indie'],ticketmaster
G5vHZ_6k-gxwr,December 10,2026-07-15,Wolverhampton,['Pop'],ticketmaster
LvZ18Q-h9FV_UoOvOIIAi,EYOE Recommends: In Aid of War Child,2026-07-15,London,['Pop'],ticketmaster
LvZ18QOzoMyzjLZvO0B2H,Les Caravanes,2026-07-15,Newcastle Upon Tyne,['Folk/Country'],ticketmaster
LvZ18QQvGdAHtx8ZlYxfS,Osees,2026-07-15,Leeds,['Rock/Indie'],ticketmaster
17GOv0G61MSU8wa,Biscuit Club + Lebosi + Emma Davidson + Poppy Joy,2026-07-15,London,['Rock/Indie'],ticketmaster
LvZ18Qq0sIgVB6Zv1RZ-_,Jon B. - Late Show,2026-07-15,London,['Hip-Hop/Urban'],ticketmaster
LvZ18QxN5xk01AOZvZbVp,"The Cocktail Set from Piano Bar at Red Room Studios, Soho - Live Jazz",2026-07-15,London,['Jazz/Blues/Soul'],ticketmaster
LvZ18QCSJO1Xg0YZ0t-Ct,Motown Memoirs,2026-07-15,London,['Hip-Hop/Urban'],ticketmaster
G5vHZ_dzWEngy,Richard Ashcroft - Upgrade (does not include event ticket),2026-07-16,Cardiff,['Rock/Indie'],ticketmaster
G5vHZbUSppzLM,Richard Ashcroft + Tom Meighan & Apollo Junction,2026-07-16,Cardiff,['Rock/Indie'],ticketmaster
G5vHZbVXULknA,The Streets,2026-07-16,London,['Hip-Hop/Urban'],ticketmaster
G5vHZbMmu7SWt,Richard Ashcroft - Official Ticket and Hotel Bundls,2026-07-16,Cardiff,['Rock/Indie'],ticketmaster
1AdfZbwGkwqDs2R,James Taylor & His All-Star Band,2026-07-16,Halifax,['Rock/Indie'],ticketmaster
LvZ18Q-h5kfIG6ZvOHSqm,JQ JAZZ HOUSE: NEW ORLEANS BRASS BAND Thu 16 July 2026 Live Jazz Music,2026-07-16,Birmingham,['Jazz/Blues/Soul'],ticketmaster
LvZ18QreMSuRmnZvqKh34,American Pie Emo Night With: The Thomas Nicholas Band,2026-07-16,London,['Rock/Indie'],ticketmaster
1AgZkuPGketUJO-,James Taylor - Official Ticket and Hotel Bundls,2026-07-16,Halifax,['Rock/Indie'],ticketmaster
G5dzZ_aN7YgaC,Jinkx Monsoon - Speaking of Witch,2026-07-16,Glasgow,['Rock/Indie'],ticketmaster
LvZ18Q0C4HTwr5AZwuPVA,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-16,London,['Jazz/Blues/Soul'],ticketmaster
LvZ18QxN57PgMt8ZvJaA2,Soho Explorer Jazz Sessions from the Piano Bar,2026-07-16,London,['Jazz/Blues/Soul'],ticketmaster
16UZkuE0vZAukA6a,Miss Americana - A Tribute to Taylor Swift,2026-07-16,Aberdeen,['Unclassified'],ticketmaster
17u8v0G6uMiIURc,Belle Livingstone's 58th Street Country Club,2026-07-16,London,['Jazz/Blues/Soul'],ticketmaster
17uYv0G6uxIsb-Y,Deb Never,2026-07-16,London,['Rock/Indie'],ticketmaster
1AdfZ_FGkTsIgdA,Thee Sacred Souls,2026-07-16,Bristol,['Hip-Hop/Urban'],ticketmaster
G5dzZ_6efc3gz,December 10,2026-07-16,Bristol,['Pop'],ticketmaster
G5dzZbyeUANnA,Breaking Benjamin,2026-07-16,Manchester,['Rock/Indie'],ticketmaster
G5vHZ_uQr4yc9,Palace,2026-07-16,London,['Rock/Indie'],ticketmaster
G5vHZbYDw1ec0,Sounds Of The 60s Live - Hosted by Tony Blackburn MBE,2026-07-16,Llandudno,['Rock/Indie'],ticketmaster
LvZ18QKnfAjp8DOZwyxxP,Bushman,2026-07-16,Manchester,['World/Latin/Reggae'],ticketmaster
LvZ18QLerSc6yGYZ0fj41,Buena Vista Live,2026-07-16,London,['World/Latin/Reggae'],ticketmaster
LvZ18QhGBcIvumYZiCDB0,GONG,2026-07-16,Hertford,['Rock/Indie'],ticketmaster
LvZ18QrE6BfrLYZZMmuFM,JUNK,2026-07-16,Glasgow,['Rock/Indie'],ticketmaster
LvZ18QxN7FbzYRYZvNl78,Round 41 - Live Jazz and Fusion Night,2026-07-16,London,['Jazz/Blues/Soul'],ticketmaster
G5vHZ_Adc-kLV,Somerset House Summer Series: Naika,2026-07-16,London,['World/Latin/Reggae'],ticketmaster
LvZ18Q-ngagTNgYZ04ruB,ACUA,2026-07-16,Birmingham,['Hip-Hop/Urban'],ticketmaster
LvZ18Q9Ejb5-CXOZ0KcRo,D.K. Harrell,2026-07-16,Newcastle Upon Tyne,['Jazz/Blues/Soul'],ticketmaster
LvZ18QO6SVHjRnZZMx3Sg,King Tut's Summer Nights Presents: Öpaque,2026-07-16,Glasgow,['Rock/Indie'],ticketmaster
15dfZ_djUr_p4,Abba Voyage - VIP Premium Package,2026-07-16,London,['Pop'],ticketmaster
1AgZkCKGkeSfyB1,ABBA Voyage,2026-07-16,London,['Pop'],ticketmaster
17GOv0G6G3tS8l6,Roadshow + Trophy Husband + Stonny the Donny,2026-07-16,London,['Rock/Indie'],ticketmaster
LvZ18QLF9ylN9YYZ0v1DN,Box Fresh - Thorns / Alice SK,2026-07-16,St Albans,['Metal/Punk'],ticketmaster
LvZ18Q0C4HTwr5AZwuPV7,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-16,London,['Jazz/Blues/Soul'],ticketmaster
LvZ18QxN5xk01AOZvZbV9,"The Cocktail Set from Piano Bar at Red Room Studios, Soho - Live Jazz",2026-07-16,London,['Jazz/Blues/Soul'],ticketmaster
17GOv0G6GmbdY0q,Madalitso Band,2026-07-16,Southampton,['World/Latin/Reggae'],ticketmaster
LvZ18QN89k5HO9YvGotL_,The Sugarhill Gang & The Furious 5,2026-07-16,London,['Hip-Hop/Urban'],ticketmaster
G5vHZ_A2NVkRw,Lenny Pearce,2026-07-17,Birmingham,['Electronic/Dance'],ticketmaster
G5vHZbMIkGhE_,Gipsy Kings featuring Nicolas Reyes,2026-07-17,Newbury,['World/Latin/Reggae'],ticketmaster
LvZ18Qun-aJbFCOZ0gTAa,Maid of Stone Festival 2026,2026-07-17,Maidstone,['Rock/Indie'],ticketmaster
G5vHZ_A2JHkW6,Lenny Pearce,2026-07-17,Birmingham,['Electronic/Dance'],ticketmaster
1AMZkubGkdDQCd-,Madness Live After Racing - the Premier Enclosure,2026-07-17,Newmarket,['Rock/Indie'],ticketmaster
1AMZkubGkdz2cg1,Madness Live After Racing - Grandstand & Paddock,2026-07-17,Newmarket,['Rock/Indie'],ticketmaster
G5vHZbSUFy7jw,Richard Ashcroft,2026-07-17,London,['Rock/Indie'],ticketmaster
1AgZkGyGkeP6B_2,The Human League,2026-07-17,Margate,['Unclassified'],ticketmaster
16dfZbUQ3G7SVms,CMAT,2026-07-17,Halifax,['Pop'],ticketmaster
1AdbZbzGklb6tsx,Caribou,2026-07-17,Glasgow,['Pop'],ticketmaster
1AdfZbgGkmRmPjN,Alex James' Britpop Classical,2026-07-17,Scarborough,['Rock/Indie'],ticketmaster
G5vHZ_dhs-7IC,"Summer Concerts - Ed + Taylor, A Tribute to Ed Sheeran + Taylor Swift",2026-07-17,Staffordshire,['Rock/Indie'],ticketmaster
LvZ18Q-pKTr3pcOvOOBM9,UP4 THE DOWNSTROKE Fri 17 Jul 2026 The Jam House Birmingham,2026-07-17,Birmingham,['Pop'],ticketmaster
LvZ18QKUrNd1BvYZlyHho,CARIBOU,2026-07-17,Glasgow,['Electronic/Dance'],ticketmaster
LvZ18Qp7qM0mZQ8Z07Uok,14 Iced Bears,2026-07-17,London,['Rock/Indie'],ticketmaster
LvZ18QxNGBPZeYOZvC6Lp,Alfies Soho - Live Jazz and Blues,2026-07-17,London,['Jazz/Blues/Soul'],ticketmaster
1AdfZbMGkRd6btz,CMAT - Official Ticket and Hotel Bundls,2026-07-17,Halifax,['Pop'],ticketmaster
1AdfZbgGkUPdEw_,Alex James' Britpop Classical- Official Ticket and Hotel Bundls,2026-07-17,Scarborough,['Rock/Indie'],ticketmaster
G5dzZbsw--ssp,Steve Steinman's Anything For Love,2026-07-17,Brighton,['Unclassified'],ticketmaster
LvZ18Q8WuNa5jeOZ04dem,The Dickies + Slackrr,2026-07-17,Glasgow,['Rock/Indie'],ticketmaster
LvZ18Qf5Gkr_3ZZZ0Kf9F,THE BON JOVI EXPERIENCE  + DRESSED TO KILL,2026-07-17,Norwich,['Unclassified'],ticketmaster
LvZ18QxNAv4ZeYOZvC6_6,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-17,London,['Jazz/Blues/Soul'],ticketmaster
1AdbZbgGkX4BEt_,Deacon Blue,2026-07-17,Edinburgh,['Rock/Indie'],ticketmaster
17u8v0G65hzMMeQ,Loathe,2026-07-17,Liverpool,['Metal/Punk'],ticketmaster
