id,eventname,startdate,enddate,venue.town,venue.region,cancelled,genre_count,genres,artist_count
41589886,The Kooks Inside In / Inside Out 20th Anniversary,2026-07-03T16:00:00+00:00,2026-07-03T22:00:00+00:00,Bedford,Bedfordshire,0,5.0,"['Indie', 'Punk', '1990s', 'Indie Pop', 'Pop Punk']",1.0
42004208,Camping bookings for Back2house Festival @ Pinewood Retreat,2026-07-03T00:00:00+00:00,2026-07-05T19:30:00+00:00,Bewdley,West Midlands,0,5.0,"['House', 'Disco', 'Reggae', 'Jungle', 'Soulful House']",1.0
42513132,Doonfest,2026-07-03T14:00:00+00:00,2026-07-04T23:00:00+00:00,Dalrymple,Strathclyde,0,4.0,"['Ska', 'Folk', 'Country/Americana', 'Indie Pop']",2.0
42308303,Love Supreme Jazz Festival,2026-07-03T11:00:00+00:00,2026-07-05T23:00:00+00:00,Lewes,Brighton and Hove,0,2.0,"['Jazz', 'Blues']",36.0
41340593,Bradford Literature Festival,2026-07-03T09:00:00+00:00,2026-07-03T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
41769740,WOMAD Glasgow,2026-07-03T11:00:00+00:00,2026-07-04T23:00:00+00:00,Glasgow,Scotland,0,4.0,"['Pop', 'Jazz', 'Folk', 'World Music']",
42085976,Symphonic Ibiza Brighton,2026-07-03T18:00:00+00:00,2026-07-03T22:00:00+00:00,Brighton,Brighton and Hove,1,3.0,"['House', 'Classical', 'EDM']",3.0
42405280,Maverick Festival,2026-07-03T11:00:00+00:00,2026-07-05T23:00:00+00:00,"Woodbridge, Suffolk",Suffolk,0,1.0,['Country/Americana'],5.0
42134400,Todd in the Hole Festival,2026-07-03T13:00:00+00:00,2026-07-05T23:00:00+00:00,Stevenage,Hertfordshire,0,3.0,"['Rock', 'Pop', 'Indie Pop']",12.0
41975667,Shirebrook VW weekender,2026-07-03T12:30:00+00:00,2026-07-05T19:00:00+00:00,Mansfield,Nottingham,1,,,
42491712,AlderFest,2026-07-03T11:00:00+00:00,2026-07-04T23:00:00+00:00,Whitchurch,Shropshire,0,5.0,"['House', 'Pop', 'Cheesy Dance', 'Electronic', '1990s']",7.0
41367452,Roundhay Festival,2026-07-03T11:00:00+00:00,2026-07-04T23:00:00+00:00,Leeds,West Yorkshire,0,1.0,['Pop'],7.0
41353918,Halo Festival,2026-07-04T11:00:00+00:00,2026-07-04T23:00:00+00:00,Ipswich,Suffolk,0,5.0,"['House', 'UK Garage', 'Pop', 'Indie', 'Pop Rock']",16.0
41217328,doof in the Park 2026,2026-07-04T13:00:00+00:00,2026-07-04T23:00:00+00:00,Dundee,Tayside,0,3.0,"['Trance', 'Techno', 'Hard House']",23.0
42141574,Bristol Tattoo Convention 2026 - 10th Anniversary,2026-07-04T11:00:00+00:00,2026-07-05T19:00:00+00:00,Bristol,Bristol,0,4.0,"['Rock', 'Folk', 'Electronic', 'Country/Americana']",4.0
41950621,Clubland & Logic In The Park Swansea,2026-07-04T14:00:00+00:00,2026-07-04T23:00:00+00:00,Swansea,West Glamorgan,0,3.0,"['Hardcore/Hardstyle', 'Club Classics', 'Hard Dance']",20.0
41991581,Craig David Presents TS5 | Manchester,2026-07-04T16:00:00+00:00,2026-07-04T22:30:00+00:00,Manchester,Greater Manchester,0,4.0,"['House', 'UK Garage', 'R&B', 'Pop']",6.0
41199757,Wonderland Festival 2026,2026-07-04T13:00:00+00:00,2026-07-04T23:00:00+00:00,Nottingham,Nottingham,0,5.0,"['House', 'Disco', 'Nu Disco', 'Disco House', 'Soulful House']",13.0
42286814,Rum & Reggae Fest | Central Park Brighton Seafront,2026-07-04T12:00:00+00:00,2026-07-04T22:30:00+00:00,Brighton,Brighton and Hove,0,5.0,"['Covers Band/Tribute Act', 'Dubstep', 'Reggae', 'Bass Music', 'Dub']",16.0
41350846,Celestry 2026,2026-07-04T14:00:00+00:00,2026-07-04T22:30:00+00:00,Windsor,Berkshire,0,1.0,['House'],8.0
41487223,"Rum & Reggae 2026 | SteelYard, Sheffield",2026-07-04T13:00:00+00:00,2026-07-04T23:00:00+00:00,Sheffield,South Yorkshire,0,5.0,"['Dancehall', 'Soul', 'Reggae', 'Bassline', 'Dub']",10.0
42491728,Open Air Festival,2026-07-04T14:00:00+00:00,2026-07-04T23:00:00+00:00,Greenwich,London,0,,,
42273923,Word of Mouth The Over 30's Day Club Open Air Festival,2026-07-04T16:00:00+00:00,2026-07-04T23:00:00+00:00,Birmingham,Birmingham,0,3.0,"['House', 'Club Classics', 'Funky House']",1.0
41935780,Romstock Festival 2026,2026-07-04T12:00:00+00:00,2026-07-04T22:00:00+00:00,Romsley,Birmingham,0,,,
42326268,Summer Shutdown,2026-07-04T16:00:00+00:00,2026-07-04T23:00:00+00:00,Manchester,Greater Manchester,0,3.0,"['House', 'Tribal House', 'Soulful House']",7.0
41978770,Crickfest 2026,2026-07-04T12:00:00+00:00,2026-07-04T22:00:00+00:00,Mold,Cheshire,0,4.0,"['House', 'Rock', 'Pop', 'Indie']",
41911503,DOUGIE POYNTER & MORE | Pop Republic Fest | Binks Yard,2026-07-04T14:00:00+00:00,2026-07-04T22:00:00+00:00,Nottingham,Nottingham,0,3.0,"['Pop', '1990s', '2000s']",3.0
42321634,Wilford Music Festival (Your ultimate family day out!),2026-07-04T12:00:00+00:00,2026-07-04T22:00:00+00:00,Nottingham,Nottingham,0,5.0,"['Pop', 'Indie', 'Covers Band/Tribute Act', 'Indie Pop', 'Pop Rock']",
42098400,ELEV8 : OPEN AIR All Day Festival,2026-07-04T13:00:00+00:00,2026-07-05T01:00:00+00:00,Nuneaton,West Midlands,0,3.0,"['House', 'Tech House', 'Funky House']",
42162188,Love Ibiza Classics,2026-07-04T15:00:00+00:00,2026-07-05T01:00:00+00:00,Rugby,West Midlands,0,4.0,"['House', 'Tech House', 'Disco House', 'Soulful House']",
41386603,Nashville Days 2026 - Leicestershire Country Music Festival,2026-07-04T13:00:00+00:00,2026-07-04T23:00:00+00:00,Leicester,Leicestershire,0,3.0,"['Pop', 'Acoustic', 'Country/Americana']",
41949662,West Fest 26,2026-07-04T14:00:00+00:00,2026-07-04T23:00:00+00:00,Hartlepool,Cleveland,0,,,1.0
41638730,The Cambridge Dance Festival 2026,2026-07-04T12:00:00+00:00,2026-07-04T23:00:00+00:00,Cambridge,Cambridge,0,5.0,"['House', 'UK Garage', 'Drum and Bass', 'Old Skool', 'Jungle']",12.0
41499201,Country Club - Outdoor Country Music Festival - Norwich,2026-07-04T15:00:00+00:00,2026-07-04T22:00:00+00:00,Norwich,Norfolk,0,1.0,['Country/Americana'],
41589773,Labyrinth Open Air: Sasha & John Digweed (6 hour set),2026-07-04T13:00:00+00:00,2026-07-04T22:00:00+00:00,Bedford,Bedfordshire,0,5.0,"['Techno', 'Deep House', 'Tech House', 'Prog House', 'Electronic']",2.0
42436098,Glassonbury,2026-07-04T12:30:00+00:00,2026-07-04T21:00:00+00:00,Maryport,Cumbria,0,,,
42142458,R&B Outdoor Terrace Party - Saturday 4th July - Invisible Wind,2026-07-04T15:00:00+00:00,2026-07-04T22:00:00+00:00,Liverpool,Merseyside,0,1.0,['R&B'],
42560893,First year Rodeos Fest,2026-07-04T12:00:00+00:00,2026-07-04T23:30:00+00:00,Birmingham,Birmingham,0,,,8.0
42282554,First Year Rodeo's Fest,2026-07-04T12:00:00+00:00,2026-07-04T23:30:00+00:00,Birmingham,Birmingham,0,1.0,['Country/Americana'],8.0
42257053,RNB MANIA | Newcastle's R&B Festival,2026-07-04T15:00:00+00:00,2026-07-04T21:00:00+00:00,Newcastle Upon Tyne ,Tyne and Wear,0,4.0,"['R&B', 'Hip Hop', '1990s', '2000s']",
42502439,SOCA Paradise,2026-07-04T16:00:00+00:00,2026-07-04T23:00:00+00:00,Northampton,Northamptonshire,0,1.0,['Dancehall'],
42573667,DAY PARTY BRIXTON - Summer Rooftop Day Party,2026-07-04T18:00:00+00:00,2026-07-04T23:00:00+00:00,London,London,0,,,
42487110,Summer Scream Tattoo Bash After Party!,2026-07-04T20:00:00+00:00,2026-07-05T01:00:00+00:00,Tamworth,Birmingham,0,5.0,"['Breaks', 'Drum and Bass', 'Techno', 'Dubstep', 'Jungle']",3.0
42162760,"Small Town, Big Music '26",2026-07-04T12:00:00+00:00,2026-07-05T01:00:00+00:00,Almondsbury,Bristol,0,4.0,"['Pop', 'Blues', 'Funk', 'Country/Americana']",4.0
41625949,Pagan Fellowship Festival,2026-07-04T09:00:00+00:00,2026-07-04T22:00:00+00:00,Glasgow,Scotland,0,,,
42260058,"Only Bounce ""day & night""",2026-07-04T14:00:00+00:00,2026-07-05T03:00:00+00:00,Bolton,Manchester,0,3.0,"['Old Skool', 'Hard Dance', 'Bounce']",2.0
42364164,R&B With Me - Summer Opening Party,2026-07-04T17:00:00+00:00,2026-07-04T22:00:00+00:00,Canterbury,Kent,0,5.0,"['UK Garage', 'R&B', 'Dancehall', 'Hip Hop', 'Soul']",
41472301,RevsFest,2026-07-04T10:30:00+00:00,2026-07-04T21:00:00+00:00,Paignton,Devon,0,3.0,"['Deep House', 'Acoustic', 'Alternative']",
41499200,Country Club -  Country Music Festival - Brighton,2026-07-04T15:00:00+00:00,2026-07-04T21:00:00+00:00,Brighton,Brighton and Hove,0,1.0,['Country/Americana'],
42410881,Flavours of Yorkshire,2026-07-04T10:00:00+00:00,2026-07-05T17:00:00+00:00,Pickering,Yorkshire,0,,,
42141627,POSHFUNK - Summer Garden Party,2026-07-04T13:00:00+00:00,2026-07-04T23:00:00+00:00,Brentwood,Essex,0,1.0,['House'],
42418077,S.O.J fest,2026-07-04T12:00:00+00:00,2026-07-04T22:00:00+00:00,Derby,Derbyshire,0,,,
41956371,Rulebreakerz & Friendz Fest,2026-07-04T13:00:00+00:00,2026-07-04T23:00:00+00:00,Clacton-on-Sea,Essex,0,2.0,"['House', 'UK Garage']",
42459256,American Chaos 4th July Festival,2026-07-04T16:00:00+00:00,2026-07-05T02:00:00+00:00,Merthyr Tydfil,South Glamorgan,0,,,
42249514,Long Eaton Music Festival,2026-07-04T14:00:00+00:00,2026-07-04T23:00:00+00:00,Nottingham,Nottingham,1,5.0,"['Indie', 'Acoustic', 'Alternative', 'Nu Metal', 'Indie Pop']",5.0
41623391,Paisley Alive Festival 2026,2026-07-04T10:00:00+00:00,2026-07-04T22:00:00+00:00,Paisley,Strathclyde,1,4.0,"['Pop', 'Acoustic', 'Soul', 'Disco House']",10.0
42410706,Soul Festival,2026-07-04T11:00:00+00:00,2026-07-04T12:00:00+00:00,England,Devon,0,,,
42468219,Soul Festival,2026-07-04T11:00:00+00:00,2026-07-04T23:45:00+00:00,England,Devon,0,,,
42263769,Womanifest,2026-07-04T11:00:00+00:00,2026-07-05T23:00:00+00:00,Oakmere,Cheshire,0,,,
41496375,The All American Tribute Fest,2026-07-04T15:00:00+00:00,2026-07-04T23:00:00+00:00,West Midlands,West Midlands,1,1.0,['Country/Americana'],3.0
41340594,Bradford Literature Festival,2026-07-04T09:00:00+00:00,2026-07-04T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
42459260,MIST Presents... THE DEEP END,2026-07-04T14:30:00+00:00,2026-07-04T22:00:00+00:00,Liverpool,Merseyside,1,2.0,"['Alternative', 'Shoegaze']",2.0
42091752,Park Rock Brighton 2026,2026-07-04T12:00:00+00:00,2026-07-04T22:00:00+00:00,Brighton,Brighton and Hove,1,3.0,"['Rock', 'Pop', 'Covers Band/Tribute Act']",
42260781,Guilfest,2026-07-04T11:00:00+00:00,2026-07-05T23:00:00+00:00,Guildford,Surrey,0,3.0,"['Pop', 'Indie Pop', 'Pop Rock']",26.0
42285937,The George Harrison Project,2026-07-04T19:30:00+00:00,2026-07-04T22:00:00+00:00,Leicester,Leicestershire,0,,,
41608035,WAH In The City | Silverworks Island [Enter via Custom House],2026-07-05T12:00:00+00:00,2026-07-05T22:00:00+00:00,London,London,0,4.0,"['Drum and Bass', 'Electronic', 'Bass Music', 'Electro']",26.0
41989084,Electric Heart Manchester,2026-07-05T14:00:00+00:00,2026-07-05T22:30:00+00:00,Manchester,Greater Manchester,0,2.0,"['Indie', 'Indie Pop']",6.0
42412516,Generations Festival,2026-07-05T13:00:00+00:00,2026-07-05T21:00:00+00:00,Windsor,Berkshire,0,,,
42289175,Rob Lamberti presents: George Michael | Central Park Brighton,2026-07-05T19:00:00+00:00,2026-07-05T22:30:00+00:00,Brighton,Brighton and Hove,0,2.0,"['Pop', '1980s']",1.0
42174830,Continental GT Steppers London @ studio 338,2026-07-05T16:00:00+00:00,2026-07-05T23:00:00+00:00,Greenwich,London,0,3.0,"['House', 'Deep House', 'Tech House']",2.0
41601917,Could Be Real Tribute Festival 2026 at Newstead Abbey,2026-07-05T12:00:00+00:00,2026-07-05T21:00:00+00:00,Nottingham,Nottingham,0,4.0,"['Pop', 'Brit Pop', 'Indie Pop', 'Pop Rock']",4.0
42090512,Shirley Social - Sunday 5th July,2026-07-05T10:00:00+00:00,2026-07-05T18:00:00+00:00,Shirley,Birmingham,0,,,
42487057,The Vibe Day Party - Freight Brixton,2026-07-05T16:00:00+00:00,2026-07-05T23:00:00+00:00,London,London,0,,,3.0
41340595,Bradford Literature Festival,2026-07-05T09:00:00+00:00,2026-07-05T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
42436989,South Norwood Community Festival Croydon,2026-07-05T11:00:00+00:00,2026-07-05T19:00:00+00:00,London,London,0,5.0,"['Jazz', 'Funk', 'Alternative', 'Rock & Roll / 1950s', 'Reggae']",
42003459,Sundown Country Festival - Brighton,2026-07-05T12:00:00+00:00,2026-07-05T20:00:00+00:00,Brighton,Brighton and Hove,1,1.0,['Country/Americana'],
41340596,Bradford Literature Festival,2026-07-06T09:00:00+00:00,2026-07-06T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
41340597,Bradford Literature Festival,2026-07-07T09:00:00+00:00,2026-07-07T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
41371758,In the Park Newcastle presents Lewis Capaldi - 8th July,2026-07-08T17:00:00+00:00,2026-07-08T22:00:00+00:00,Newcastle Upon Tyne ,Tyne and Wear,0,3.0,"['Pop', 'Indie', 'Indie Pop']",3.0
41340598,Bradford Literature Festival,2026-07-08T09:00:00+00:00,2026-07-08T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
41236901,2000trees Festival,2026-07-08T12:00:00+00:00,2026-07-11T23:00:00+00:00,Cheltenham,Gloucestershire,0,3.0,"['Rock', 'Indie', 'Alternative']",50.0
41993720,Bredy Reunion,2026-07-09T10:00:00+00:00,2026-07-11T23:45:00+00:00,Bridport,Dorset,0,5.0,"['House', 'Breaks', 'Funky House', 'Hip Hop', 'Bass Music']",9.0
41340599,Bradford Literature Festival,2026-07-09T09:00:00+00:00,2026-07-09T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
42581709,Eskfest,2026-07-09T11:00:00+00:00,2026-07-11T23:00:00+00:00,Eskdale Valley,Cumbria,0,5.0,"['Rock', 'Indie', 'Acoustic', 'Alternative', 'Electronic']",20.0
42310345,Gosport Sunset Festival 2026,2026-07-09T15:30:00+00:00,2026-07-12T23:00:00+00:00,Gosport,Hampshire,0,3.0,"['Pop', 'Alternative', 'Brit Pop']",6.0
42175620,Into the Woods festival 2026,2026-07-10T12:00:00+00:00,2026-07-11T23:45:00+00:00,Monmouthshire,Gwent,0,5.0,"['House', 'UK Garage', 'Tech House', 'Electronic', 'Minimal']",28.0
42404814,90s & 00s Nation Summer Fest,2026-07-10T16:00:00+00:00,2026-07-10T23:00:00+00:00,London,London,0,5.0,"['UK Garage', 'R&B', 'Old Skool', 'Club Classics', 'Jungle']",1.0
42252003,Shut The Funk Up,2026-07-10T12:00:00+00:00,2026-07-12T23:00:00+00:00,COBHAM,London,0,,,11.0
42360926,90s Fest 2026,2026-07-10T17:00:00+00:00,2026-07-12T23:00:00+00:00,Sheffield,South Yorkshire,0,5.0,"['House', 'UK Garage', 'Hard House', 'Old Skool', 'Dancehall']",50.0
42321445,"Hopfest 2026 - Preston Grasshoppers Beer, Gin and Music Festival",2026-07-10T16:00:00+00:00,2026-07-11T23:00:00+00:00,Preston,Lancashire,0,,,
41276278,Rock the Castle - Weekender,2026-07-10T17:30:00+00:00,2026-07-11T22:30:00+00:00,Flint,Cheshire,0,3.0,"['Rock', 'Acoustic', 'Choral']",4.0
41997658,Secret Garden Series with Chicane,2026-07-10T18:00:00+00:00,2026-07-10T23:00:00+00:00,Southampton,Hants,0,2.0,"['Trance', 'Prog House']",1.0
41985149,Sound Factory Festival,2026-07-10T17:00:00+00:00,2026-07-12T02:00:00+00:00,Plymouth,Devon,0,4.0,"['Indie', 'Acoustic', 'Alternative', 'Alternative Pop']",6.0
42292592,Cheadle Carnival Presents Dance Fest!,2026-07-10T17:00:00+00:00,2026-07-10T23:00:00+00:00,Cheadle,Staffordshire,0,4.0,"['House', 'Club Classics', 'Funky House', 'Electronic']",2.0
41906852,District 11,2026-07-10T16:00:00+00:00,2026-07-11T23:45:00+00:00,Alfreton,Derbyshire,0,2.0,"['Hard House', 'Hard Dance']",9.0
41465024,In the Park Newcastle presents Paul Weller,2026-07-10T17:00:00+00:00,2026-07-10T22:00:00+00:00,Newcastle Upon Tyne ,Tyne and Wear,0,,,3.0
42246677,Tiree Music Festival,2026-07-10T11:00:00+00:00,2026-07-12T23:00:00+00:00,Argyle And Bute,Strathclyde,0,5.0,"['Indie', 'Acoustic', 'Folk', 'Alternative', 'Indie Pop']",9.0
41735457,Mario Bakuna Band - Live @Buxton International Festival 2026,2026-07-10T20:00:00+00:00,2026-07-10T21:15:00+00:00,Buxton,Manchester,0,4.0,"['Jazz', 'Acoustic', 'Latin', 'World Music']",1.0
42406828,Freerotation,2026-07-10T11:00:00+00:00,2026-07-12T23:00:00+00:00,Hay-on-Wye,Hereford and Worcester,0,1.0,['Electronic'],38.0
42476311,"Mostly Jazz, Funk and Soul Festival",2026-07-10T11:00:00+00:00,2026-07-12T23:00:00+00:00,Birmingham,Birmingham,0,4.0,"['Jazz', 'Blues', 'Soul', 'Funk']",25.0
41340600,Bradford Literature Festival,2026-07-10T09:00:00+00:00,2026-07-10T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
41228708,Boogietown 2026,2026-07-11T12:00:00+00:00,2026-07-11T22:30:00+00:00,Walton-on-Thames,London,0,3.0,"['Soul', 'Funk', 'Disco']",21.0
41280724,Lost Minds,2026-07-11T11:00:00+00:00,2026-07-11T23:00:00+00:00,Newcastle Upon Tyne ,Tyne and Wear,0,5.0,"['House', 'Trance', 'Techno', 'Hardcore/Hardstyle', 'EDM']",41.0
41574772,Essex Summer Fest,2026-07-11T12:00:00+00:00,2026-07-12T22:30:00+00:00,Hornchurch,London,0,5.0,"['Pop', 'Soul', 'Covers Band/Tribute Act', '1980s', '1970s']",4.0
41946216,Summer Sound Music Festival,2026-07-11T12:00:00+00:00,2026-07-12T18:00:00+00:00,Guisborough,Cleveland,0,5.0,"['Pop', 'Covers Band/Tribute Act', '1980s', '1970s', 'Pop Rock']",1.0
41993057,Fisher 2026 | Silverworks Island,2026-07-11T14:00:00+00:00,2026-07-11T22:30:00+00:00,London,London,0,3.0,"['House', 'Tech House', 'Electronic']",9.0
41131972,Livefields Festival 2026,2026-07-11T12:00:00+00:00,2026-07-11T23:00:00+00:00,Birstall,West Yorkshire,0,5.0,"['House', 'Rock', 'Pop', 'Indie', '1990s']",4.0
41230076,Alsager Music Festival 2026,2026-07-11T12:00:00+00:00,2026-07-11T21:00:00+00:00,Alsager,Staffordshire,0,5.0,"['Rock', 'Techno', 'Acoustic', 'Funk', 'Covers Band/Tribute Act']",
41295434,Hits On The Pitch 2026,2026-07-11T12:00:00+00:00,2026-07-11T23:00:00+00:00,Cheadle Hulme,Manchester,0,,,8.0
41230042,Kaleidoscope Festival 2026,2026-07-11T13:00:00+00:00,2026-07-11T22:30:00+00:00,London,London,0,5.0,"['House', 'Drum and Bass', 'Indie', 'Hip Hop', 'Electronic']",13.0
42084780,"CLAIRE RICHARDS, LOUISE & MORE| Love the 90s Festival |Dreamland",2026-07-11T17:00:00+00:00,2026-07-11T22:30:00+00:00,"Margate, Kent",Kent,0,1.0,['1990s'],7.0
42368848,Derby Music Festival 2026  - A Great Family Day Out!,2026-07-11T12:00:00+00:00,2026-07-11T22:00:00+00:00,Derby,Derbyshire,0,5.0,"['Rock', 'Pop', 'Indie', 'Indie Pop', 'Pop Rock']",
41480076,Road to Nashville Outdoor Festival | Project House | SOLD OUT,2026-07-11T12:00:00+00:00,2026-07-11T21:00:00+00:00,Leeds,West Yorkshire,0,1.0,['Country/Americana'],1.0
42452649,Analog & House Emporium 'SUMMER OUTDOOR ALL DAYER',2026-07-11T14:00:00+00:00,2026-07-11T23:00:00+00:00,Farnham,Surrey,0,5.0,"['House', 'Deep House', 'Tech House', 'Old Skool', 'Minimal Techno']",3.0
42262246,WN30 - Wigan Reunion (30+ Event),2026-07-11T15:00:00+00:00,2026-07-11T22:00:00+00:00,Wigan,Manchester,0,3.0,"['Old Skool', 'Club Classics', 'Bounce']",2.0
42437467,D-Fest 2026,2026-07-11T13:00:00+00:00,2026-07-11T23:45:00+00:00,Killay,West Glamorgan,0,5.0,"['Old Skool', 'Club Classics', 'Indie', 'Acoustic', 'Covers Band/Tribute Act']",5.0
42083585,Southsea Thai Food and Craft Festival,2026-07-11T10:00:00+00:00,2026-07-12T19:00:00+00:00,Portsmouth,Hampshire,0,,,
41638717,Dance at the Billy '26,2026-07-11T13:00:00+00:00,2026-07-11T23:00:00+00:00,BRISTOL,Bristol,0,5.0,"['House', 'UK Garage', 'Drum and Bass', 'Old Skool', 'Jungle']",
42373890,Taste Of Thailand Music And Food Festival,2026-07-11T10:00:00+00:00,2026-07-12T19:00:00+00:00,Runcorn,Cheshire,0,2.0,"['World Music', 'LGBTQ+']",
42459262,Country Nights Country Hoedown 2026. Live Music & Line Dancing,2026-07-11T17:00:00+00:00,2026-07-11T23:45:00+00:00,"Woodbridge, Suffolk",Suffolk,0,3.0,"['Acoustic', 'Covers Band/Tribute Act', 'Country/Americana']",
42139815,Beer & Cider Summer Festival,2026-07-11T14:00:00+00:00,2026-07-11T23:30:00+00:00,Birmingham,Birmingham,0,,,
42485818,SOLACE. Golden Hours Into After Dark // PART TWO,2026-07-11T14:00:00+00:00,2026-07-12T03:00:00+00:00,Luton,Bedfordshire,0,5.0,"['House', 'UK Garage', 'Deep House', 'Tech House', 'Minimal']",2.0
42362072,Shinefest,2026-07-11T15:00:00+00:00,2026-07-11T22:00:00+00:00,Glasgow,Scotland,0,3.0,"['Rock', 'Metal', 'Alternative']",
42296597,Hubble Bubble Sound Bazar Festival,2026-07-11T16:00:00+00:00,2026-07-12T01:00:00+00:00,Manchester,Greater Manchester,0,5.0,"['Acoustic', 'Alternative', 'Electronic', 'World Music', 'Bollywood']",2.0
42582142,Derby Music Festival 2026 - Parking,2026-07-11T10:00:00+00:00,2026-07-11T22:00:00+00:00,Derby,Derbyshire,0,,,
42323767,Inn Fest 2026,2026-07-11T12:00:00+00:00,2026-07-11T22:00:00+00:00,North Thoresby,South Yorkshire,0,,,
42585517,PROJEKT- ENGLAND VS NORWAY FROM 9pm *FREE ENTRY TO PROJEKT AFTER,2026-07-11T21:00:00+00:00,2026-07-12T04:00:00+00:00,Leeds,West Yorkshire,0,,,
42580472,Love Afrobeats & Bashment :: Rooftop Day Party,2026-07-11T16:00:00+00:00,2026-07-11T22:00:00+00:00,London,London,0,5.0,"['R&B', 'Club Classics', 'Dancehall', 'Afrobeat', 'Amapiano']",
42139112,Hartbeat Music Festival VIP Area,2026-07-11T12:00:00+00:00,2026-07-11T21:00:00+00:00,Hertford,Hertfordshire,1,,,
42277231,Moor Fest,2026-07-11T13:00:00+00:00,2026-07-12T01:00:00+00:00,Bradford,West Yorkshire,0,4.0,"['Pop', 'Acoustic', 'Reggae', 'Indie Pop']",
42140881,FixFest,2026-07-11T11:00:00+00:00,2026-07-11T23:00:00+00:00,Northampton,Northamptonshire,0,,,6.0
41748259,Festwich Tribute Festival,2026-07-11T11:00:00+00:00,2026-07-12T23:00:00+00:00,Manchester,Greater Manchester,0,5.0,"['Rock', 'Indie', 'Metal', 'Alternative', 'Emo']",28.0
41340601,Bradford Literature Festival,2026-07-11T09:00:00+00:00,2026-07-11T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
42171066,Tiësto 2026 | Silverworks Island,2026-07-12T15:00:00+00:00,2026-07-12T22:00:00+00:00,London,London,0,5.0,"['Trance', 'Techno', 'Electronic', 'Bass Music', 'EDM']",3.0
42284682,Electric Heart Surrey,2026-07-12T14:00:00+00:00,2026-07-12T22:30:00+00:00,Walton-on-Thames,London,0,2.0,"['Rock', 'Indie']",4.0
42081204,"GirlyPop X K-Pop Festival | Dreamland, Margate",2026-07-12T12:00:00+00:00,2026-07-12T17:00:00+00:00,"Margate, Kent",Kent,0,5.0,"['Pop', 'Themed', 'Covers Band/Tribute Act', 'K-pop', 'Alternative Pop']",1.0
42266757,Allday Indie Summer Outdoor Beach Festival - Brighton,2026-07-12T17:00:00+00:00,2026-07-12T22:00:00+00:00,Brighton,Brighton and Hove,0,3.0,"['Indie', 'Nu Indie', 'Indie Pop']",
41610873,In the Park Newcastle presents Wolf Alice,2026-07-12T17:00:00+00:00,2026-07-12T22:00:00+00:00,Newcastle Upon Tyne ,Tyne and Wear,0,2.0,"['Rock', 'Indie']",2.0
42145569,Angel Fest 26,2026-07-12T12:00:00+00:00,2026-07-13T02:00:00+00:00,Leeds,West Yorkshire,0,1.0,['House'],
41340602,Bradford Literature Festival,2026-07-12T09:00:00+00:00,2026-07-12T22:00:00+00:00,Bradford ,West Yorkshire,0,,,
42289211,On The Beach 2026: Thursday- Fatboy Slim,2026-07-16T14:00:00+00:00,2026-07-16T22:00:00+00:00,Brighton,Brighton and Hove,0,4.0,"['House', 'Tech House', 'Electro House', 'Electronic']",6.0
41379931,HebCelt 2026,2026-07-16T17:00:00+00:00,2026-07-18T23:30:00+00:00,Isle Of Lewis,OUTER HEBRIDES,0,5.0,"['Rock', 'Indie', 'Acoustic', 'Folk', 'World Music']",19.0
41985806,Prog For Peart - The 6th year,2026-07-16T18:30:00+00:00,2026-07-19T02:00:00+00:00,Abingdon,Oxon,0,2.0,"['Rock', 'Progressive Rock']",8.0
42447925,The Wild Gardens Festival,2026-07-16T11:00:00+00:00,2026-07-19T23:00:00+00:00,England,Devon,0,2.0,"['Drum and Bass', 'Electronic']",50.0
42517620,Beat-Herder Festival,2026-07-16T11:00:00+00:00,2026-07-19T23:00:00+00:00,"Sawley, Lancashire",Lancashire,0,5.0,"['Breaks', 'Drum and Bass', 'Tech House', 'Dubstep', 'Reggae']",50.0
42292691,The Searchers and Hollies Experience,2026-07-16T19:30:00+00:00,2026-07-16T22:00:00+00:00,Grantham,Nottingham,0,,,
41471324,On The Beach 2026: Friday - Fatboy Slim,2026-07-17T13:00:00+00:00,2026-07-17T22:30:00+00:00,Brighton,Brighton and Hove,0,2.0,"['House', 'Electronic']",1.0
41262362,Maid of Stone 2026,2026-07-17T13:00:00+00:00,2026-07-19T22:00:00+00:00,"Maidstone, Kent",Kent,0,4.0,"['Rock', 'Metal', 'Blues', 'Progressive Rock']",39.0
41271600,Craic by the Creek 2026,2026-07-17T12:00:00+00:00,2026-07-19T23:45:00+00:00,Stockport,Manchester,0,3.0,"['Pop', 'Folk', 'World Music']",11.0
41287075,Back Doune The Rabbit Hole 2026,2026-07-17T15:00:00+00:00,2026-07-19T23:45:00+00:00,Port Of Menteith,Central,0,5.0,"['Rock', 'Techno', 'Indie', 'Folk', 'Indie Pop']",50.0
